sentence,prediction
Single nozzle jets are still in use today in Solidscape 3D printers and are considered to produce a very high quality model,0
", 'Music technology is the study or the use of any device, mechanism, machine or tool by a musician or composer to make or perform music; to compose, notate, play back or record songs or pieces; or to analyze or edit  music",0
", 'Ramaiah Institute of Technology (RIT), formerly known as M",0
S,0
" Ramaiah Institute of Technology (MSRIT), is an autonomous private engineering college located in Bangalore in the Indian state of Karnataka",0
" Established in 1962, the college is affiliated to Visvesvaraya Technological University",0
", 'InRule Technology is a software company that offers Business Rule Management System (BRMS) enterprise software products",0
", 'Peloton Technology is an American automated and connected vehicle technology company established in 2011 and headquartered in Mountain View, California",0
" It is developing a vehicle ""platooning"" system to enable pairs of trucks to operate at close following distances with a stated goal of improving safety and fuel efficiency",0
Peloton Technology was the first company to test a non-research commercial truck platooning system on public roads in the United States,0
In 2016 it publicly stated it would be the first company to offer a commercial platooning system for use by truck fleets in 2017,0
" By mid-2018 that deadline had slipped to ""by the end of 2018",1
"""', ""The California Institute of Technology (Caltech) is a private research university in Pasadena, California",0
" The university is known for its strength in science and engineering, and is one among a small group of institutes of technology in the United States which is primarily devoted to the instruction of pure and applied sciences",1
\nCaltech was founded as a preparatory and vocational school by Amos G,0
" Throop in 1891 and began attracting influential scientists such as George Ellery Hale, Arthur Amos Noyes, and Robert Andrews Millikan in the early 20th century",0
The vocational and preparatory schools were disbanded and spun off in 1910 and the college assumed its present name in 1920,1
" In 1934, Caltech was elected to the Association of American Universities, and the antecedents of NASA's Jet Propulsion Laboratory, which Caltech continues to manage and operate, were established between 1936 and 1943 under Theodore von Kármán",1
"Caltech has six academic divisions with strong emphasis on science and engineering, managing $332 million in 2011 in sponsored research",1
Its 124-acre (50 ha) primary campus is located approximately 11 mi (18 km) northeast of downtown Los Angeles,0
" First-year students are required to live on campus, and 95% of undergraduates remain in the on-campus House System at Caltech",1
" Although Caltech has a strong tradition of practical jokes and pranks, student life is governed by an honor code which allows faculty to assign take-home examinations",1
The Caltech Beavers compete in 13 intercollegiate sports in the NCAA Division III's Southern California Intercollegiate Athletic Conference (SCIAC),0
"\nAs of October 2020, there are 76 Nobel laureates who have been affiliated with Caltech, including 40 alumni and faculty members (41 prizes, with chemist Linus Pauling being the only individual in history to win two unshared prizes); in addition, 4 Fields Medalists and 6 Turing Award winners have been affiliated with Caltech",0
" There are 8 Crafoord Laureates and 56 non-emeritus faculty members (as well as many emeritus faculty members) who have been elected to one of the United States National Academies, 4 Chief Scientists of the U",0
S,0
Air Force and 71 have won the United States National Medal of Science or Technology,0
Numerous faculty members are associated with the Howard Hughes Medical Institute as well as NASA,0
" According to a 2015 Pomona College study, Caltech ranked number one in the U",0
S,0
for the percentage of its graduates who go on to earn a PhD,1
""", 'Oracle is an American multinational computer technology corporation headquartered in Austin, Texas",0
" The company was formerly headquartered in Redwood Shores, California until December 2020 when it moved its headquarters to Texas",0
" The company sells database software and technology, cloud engineered systems, and enterprise software products—particularly its own brands of database management systems",0
" In 2020, Oracle was the second-largest software company in the world by revenue and market capitalization",1
" The company also develops and builds tools for database development and systems of middle-tier software, Enterprise Resource Planning (ERP) software, Human Capital Management (HCM) software, Customer Relationship Management (CRM) software (AKA customer experience), Enterprise Performance Management (EPM) software, and Supply Chain Management (SCM) software",0
", 'Unity Software Inc",0
(doing business as Unity Technologies) is an American video game software development company based in San Francisco,1
It was founded in Denmark in 2004 as Over the Edge Entertainment (OTEE) and changed its name in 2007,0
" Unity Technologies is best known for the development of Unity, a licensed game engine used to create video games and other applications",0
" As of 2020, Unity Technologies has undergone significant growth despite reporting financial losses for every year since its founding in 2004",1
", 'Bioresource Technology is a peer reviewed scientific journal published biweekly by Elsevier, covering the field of bioresource technology",0
" The journal was established in 1979 as Agricultural Wastes and renamed to Biological Wastes in 1987, before obtaining its current title in 1991",0
" It covers all areas concerning biomass, biological waste treatment, bioenergy, biotransformations and bioresource systems analysis, and technologies associated with conversion or production",0
", ""Language technology, often called human language technology (HLT), studies methods of how computer programs or electronic devices can analyze, produce, modify or respond to human texts and speech",0
Working with language technology often requires broad knowledge not only about linguistics but also about computer science,1
" It consists of natural language processing (NLP) and computational linguistics (CL) on the one hand, many application oriented aspects of these, and more low-level aspects such as encoding and speech technology on the other hand",1
" \nNote that these elementary aspects are normally not considered to be within the scope of related terms such as natural language processing and (applied) computational linguistics, which are otherwise near-synonyms",1
" As an example, for many of the world's lesser known languages, the foundation of language technology is providing communities with fonts and keyboard setups so their languages can be written on computers or mobile devices",1
There are over 770 language technology and localization solutions on the market today,1
""", 'An information system (IS) is a formal, sociotechnical, organizational system designed to collect, process, store, and distribute information",1
" From a sociotechnical perspective, information systems are composed by four components: task, people, structure (or roles), and technology",1
" Information systems can be defined as an integration of components for collection, storage and processing of data of which the data is used to provide information, contribute to knowledge as well as digital products that facilitate decision making",1
A computer information system is a system composed of people and computers that processes or interprets information,0
The term is also sometimes used to simply refer to a computer system with software installed,0
"\nInformation Systems is an academic study of systems with a specific reference to information and the complementary networks of hardware and software that people and organizations use to collect, filter, process, create and also distribute data",1
" An emphasis is placed on an information system having a definitive boundary, users, processors, storage, inputs, outputs and the aforementioned communication networks",1
"In many organizations, the department or unit responsible for information systems and data processing is known as ""Information Services""",0
"Any specific information system aims to support operations, management and decision-making",0
" An information system is the information and communication technology (ICT) that an organization uses, and also the way in which people interact with this technology in support of business processes",1
"Some authors make a clear distinction between information systems, computer systems, and business processes",1
" Information systems typically include an ICT component but are not purely concerned with ICT, focusing instead on the end-use of information technology",1
Information systems are also different from business processes,1
Information systems help to control the performance of business processes,0
Alter argues for advantages of viewing an information system as a special type of work system,1
A work system is a system in which humans or machines perform processes and activities using resources to produce specific products or services for customers,0
" An information system is a work system whose activities are devoted to capturing, transmitting, storing, retrieving, manipulating and displaying information",0
"As such, information systems inter-relate with data systems on the one hand and activity systems on the other",1
An information system is a form of communication system in which data represent and are processed as a form of social memory,1
An information system can also be considered a semi-formal language which supports human decision making and action,1
\nInformation systems are the primary focus of study for organizational informatics,1
", 'Agilent Technologies, Inc",0
is an American analytical instrumentation development and manufacturing company that offers its products and services to markets worldwide,0
" Its global headquarters is located in Santa Clara, California",0
Agilent was established in 1999 as a spin-off from Hewlett-Packard,1
The resulting IPO of Agilent stock was the largest in the history of Silicon Valley at the time,1
"The company provides analytical instruments, software, services and consumables for the entire laboratory workflow",0
"  Agilent focuses its products and services on six markets: food, environmental and forensics, pharmaceutical, diagnostics, chemical and energy, and research",1
" From 1999 to 2014, the company also produced test and measurement equipment for electronics; that division was spun off to form Keysight",0
", 'Orchid Technology was a privately-held company founded by Le Nhon Bui in 1982",0
", 'A Bachelor of Technology (Latin Baccalaureus Technologiae, commonly abbreviated as B",0
Tech,0
or BTech; with honours as B,0
Tech,0
(Hons,0
")) is an undergraduate academic degree conferred after the completion of a three-year, a four-year or a five-year program of studies at an accredited university or accredited university-level institution",0
" The degree is conferred in several countries, including the Commonwealth of Nations, Canada, the United States and elsewhere",0
", 'Solar energy is radiant light and heat from the Sun that is harnessed using a range of ever-evolving technologies such as solar heating, photovoltaics, solar thermal energy, solar architecture, molten salt power plants and artificial photosynthesis",0
"It is an essential source of renewable energy, and its technologies are broadly characterized as either passive solar or active solar depending on how they capture and distribute solar energy or convert it into solar power",0
" Active solar techniques include the use of photovoltaic systems, concentrated solar power, and solar water heating to harness the energy",0
" Passive solar techniques include orienting a building to the Sun, selecting materials with favorable thermal mass or light-dispersing properties, and designing spaces that naturally circulate air",0
\nThe large magnitude of solar energy available makes it a highly appealing source of electricity,0
" The United Nations Development Programme in its 2000 World Energy Assessment found that the annual potential of solar energy was 1,575–49,837 exajoules (EJ)",0
" This is several times larger than the total world energy consumption, which was 559",1
8 EJ in 2012,0
"In 2011, the International Energy Agency said that ""the development of affordable, inexhaustible and clean solar energy technologies will have huge longer-term benefits",1
" It will increase countries\' energy security through reliance on an indigenous, inexhaustible, and mostly import-independent resource, enhance sustainability, reduce pollution, lower the costs of mitigating global warming, and keep fossil fuel prices lower than otherwise",1
These advantages are global,1
" Hence the additional costs of the incentives for early deployment should be considered learning investments; they must be wisely spent and need to be widely shared""",1
", ""Dell Technologies Inc",0
" is an American multinational technology company headquartered in Round Rock, Texas",0
It was formed as a result of the September 2016 merger of Dell and EMC Corporation (which later became Dell EMC),0
"Dell's products include personal computers, servers, smartphones, televisions, computer software, computer security and network security, as well as information security services",0
Dell ranked 35th on the 2018 Fortune 500 rankings of the largest United States corporations by total revenue,1
""", 'Research and development (R&D, R+D), known in Europe as research and technological development (RTD), is the set of innovative activities undertaken by corporations or governments in developing new services or products and improving existing ones",1
Research and development constitutes the first stage of development of a potential new service or the production process,1
"\nR&D activities differ from institution to institution, with two primary models of an R&D department either staffed by engineers and tasked with directly developing new products, or staffed with industrial scientists and tasked with applied research in scientific or technological fields, which may facilitate future product development",1
" R&D differs from the vast majority of corporate activities in that it is not intended to yield immediate profit, and generally carries greater risk and an uncertain return on investment",1
However R&D is crucial for acquiring larger shares of the market through the marketisation of new products,1
" R&D&I or R&D&i are also acronyms with the same general meaning of R&D and stand for research, development and innovation",0
", ""Promise Technology (Chinese: 喬鼎資訊) is an American-Taiwanese supplier of RAID storage catering to customers from the enterprise to SMB, as well as SOHO and digital home applications",0
"\nThe company's website states it was founded in 1988 in San Jose, California",0
""", 'Technology is the collection of tools, including machinery, modifications, arrangements and procedures used by humans",0
"\nTechnology may also refer to:\n\nTechnology (band), a Russian synthpop band\nTechnology (Crimson Death album) or the title song, 2004\nTechnology (Don Broco album) or the title song, 2018\n""Technology"", a song by Chris Brown from Indigo, 2019', 'The Balochistan University of Engineering and Technology (BUET) is a public university located in Khuzdar, Balochistan, Pakistan",0
", 'Technology shocks are sudden changes in technology that significantly affect economic, social, political or other outcomes",1
" In economics, the term technology shock usually refers to  events in a  macroeconomic model, that change the production function",1
Usually this is modeled with an aggregate production function that has a scaling factor,0
\nNormally reference is made to positive (i,0
e,0
", productivity enhancing) technological changes, though technology shocks can also be contractionary",1
" The term “shock” connotes the fact that technological progress is not always gradual – there can be large-scale discontinuous changes that significantly alter production methods and outputs in an industry, or in the economy as a whole",1
Such a technology shock can occur in many different ways,1
" For example, it may be the result of advances in science that enable new trajectories of innovation, or may result when an existing technological alternative improves to a point that it overtakes the dominant design, or is transplanted to a new domain",1
" It can also occur as the result of a shock in another system, such as when a change in input prices dramatically changes the price/performance relationship for a technology, or when a change in the regulatory environment significantly alters the technologies permitted (or demanded) in the market",1
" ANumerous studies have shown that technology shocks can have a significant effect on investment, economic growth, labor productivity, collaboration patterns, and innovation",1
", 'The technological singularity—or simply the singularity—is a hypothetical point in time at which technological growth becomes uncontrollable and irreversible, resulting in unforeseeable changes to human civilization",1
" According to the most popular version of the singularity hypothesis, called intelligence explosion, an upgradable intelligent agent will eventually enter a ""runaway reaction"" of self-improvement cycles, each new and more intelligent generation appearing more and more rapidly, causing an ""explosion"" in intelligence and resulting in a powerful superintelligence that qualitatively far surpasses all human intelligence",1
"\nThe first to use the concept of a ""singularity"" in the technological context was John von Neumann",1
" Stanislaw Ulam reports a discussion with von Neumann ""centered on the accelerating progress of technology and changes in the mode of human life, which gives the appearance of approaching some essential singularity in the history of the race beyond which human affairs, as we know them, could not continue""",1
Subsequent authors have echoed this viewpoint,1
I,0
J,0
" Good\'s ""intelligence explosion"" model predicts that a future superintelligence will trigger a singularity",1
"The concept and the term ""singularity"" were popularized by Vernor Vinge in his 1993 essay The Coming Technological Singularity, in which he wrote that it would signal the end of the human era, as the new superintelligence would continue to upgrade itself and would advance technologically at an incomprehensible rate",1
He wrote that he would be surprised if it occurred before 2005 or after 2030,1
Public figures such as Stephen Hawking and Elon Musk have expressed concern that full artificial intelligence (AI) could result in human extinction,1
The consequences of the singularity and its potential benefit or harm to the human race have been intensely debated,1
"\nFour polls of AI researchers, conducted in 2012 and 2013 by Nick Bostrom and Vincent C",0
" Müller, suggested a median probability estimate of 50% that artificial general intelligence (AGI) would be developed by 2040–2050",1
", 'Telecommunication is the transmission of information by various types of technologies over wire, radio, optical or other electromagnetic systems",0
" It has its origin in the desire of humans for communication over a distance greater than that feasible with the human voice, but with a similar scale of expediency; thus, slow systems (such as postal mail) are excluded from the field",1
"\nThe transmission media in telecommunication have evolved through numerous stages of technology, from beacons and other visual signals (such as smoke signals, semaphore telegraphs, signal flags, and optical heliographs), to electrical cable and electromagnetic radiation, including light",0
" Such transmission paths are often divided into communication channels, which afford the advantages of multiplexing multiple concurrent communication sessions",0
" Telecommunication is often used in its plural form, because it involves many different technologies",1
"Other examples of pre-modern long-distance communication included audio messages, such as coded drumbeats, lung-blown horns, and loud whistles",0
" 20th- and 21st-century technologies for long-distance communication usually involve electrical and electromagnetic technologies, such as telegraph, telephone, television and teleprinter, networks, radio, microwave transmission, optical fiber, and communications satellites",0
"\nA revolution in wireless communication began in the first decade of the 20th century with the pioneering developments in radio communications by Guglielmo Marconi, who won the Nobel Prize in Physics in 1909, and other notable pioneering inventors and developers in the field of electrical and electronic telecommunications",0
" These included Charles Wheatstone and Samuel Morse (inventors of the telegraph), Antonio Meucci and Alexander Graham Bell (some of the inventors and developers of the telephone, see Invention of the telephone), Edwin Armstrong and Lee de Forest (inventors of radio), as well as Vladimir K",0
" Zworykin, John Logie Baird and Philo Farnsworth (some of the inventors of television)",0
\nAccording to Article 1,1
"3 of the Radio Regulations (RR), telecommunication is defined as « Any transmission, emission or reception of signs, signals, writings, images and sounds or intelligence of any nature by wire, radio, optical or other electromagnetic systems",0
"» This definition is identical to those contained in the Annex to the Constitution and Convention of the International Telecommunication Union (Geneva, 1992)",0
\nThe early telecommunication networks were created with copper wires as the physical medium for signal transmission,0
" For many years, these networks were utilized for basic phone services, namely voice and telegrams",0
" Since the mid-1990s, as the internet has grown in popularity, voice has been gradually supplanted by data",1
" This soon demonstrated the limitations of copper in data transmission, prompting the development of optics",0
", 'The Georgia Institute of Technology, commonly referred to as Georgia Tech or, in the state of Georgia, as Tech, is a public research university and institute of technology in Atlanta, Georgia",0
" It is part of the University System of Georgia and has satellite campuses in Savannah, Georgia; Metz, France; Athlone, Ireland; Shenzhen, China; and Singapore",0
\nThe school was founded in 1885 as the Georgia School of Technology as part of Reconstruction plans to build an industrial economy in the post-Civil War Southern United States,1
" Initially, it offered only a degree in mechanical engineering",0
" By 1901, its curriculum had expanded to include electrical, civil, and chemical engineering",1
" In 1948, the school changed its name to reflect its evolution from a trade school to a larger and more capable technical institute and research university",1
" Today, Georgia Tech is organized into six colleges and contains about 31 departments/units, with emphasis on science and technology",1
It is well recognized for its degree programs in computer science and engineering,0
"Student athletics, both organized and intramural, are a part of student and alumni life",1
" The school\'s intercollegiate competitive sports teams, the four-time football national champion Yellow Jackets, and the nationally recognized fight song ""Ramblin\' Wreck from Georgia Tech"", have helped keep Georgia Tech in the national spotlight",1
Georgia Tech fields eight men\'s and seven women\'s teams that compete in the NCAA Division I athletics and the Football Bowl Subdivision,0
Georgia Tech is a member of the Coastal Division in the Atlantic Coast Conference,0
", 'IOTA is an open-source distributed ledger and cryptocurrency designed for the Internet of things (IoT)",0
" It uses a directed acyclic graph to store transactions on its ledger, motivated by a potentially higher scalability over blockchain based distributed ledgers",1
" IOTA does not use miners to validate transactions, instead, nodes that issue a new transaction on the network must approve two previous transactions",0
" Transactions can therefore be issued without fees, facilitating microtransactions",1
" The network currently achieves consensus through a coordinator node, operated by the IOTA Foundation",1
" As the coordinator is a single point of failure, the network is currently centralized",1
"IOTA has been criticized due to its unusual design, of which it is unclear whether it will work in practice",1
" As a result, IOTA was rewritten from the ground up for a network update called Chrysalis, or IOTA 1",1
"5, which launched on 28 April 2021",0
" In this update, controversial decisions such as ternary encoding and quantum proof cryptography were left behind and replaced with established standards",1
" A testnet for a follow-up update called Coordicide, or IOTA 2",0
"0, was deployed in late 2020, with the aim of releasing a distributed network that no longer relies on the coordinator for consensus in 2021",1
", 'Presentation technology are tools used to assist in conveying information during a presentation",0
\nWhen a speaker is verbally addressing an audience it is often necessary to use supplementary equipment and media to clarify the point,1
" If the audience is large or the speaker is soft-spoken, a public address system may be employed",0
"\nAt a basic level, visual content can be provided by drawing directly onto a blackboard or whiteboard during the presentation",0
" At a more advanced level, flip charts, slide projectors, and overhead projectors are more suitable for displaying prepared content",0
" The use of prepared material often results in a neater, more accessible, and better conveyed presentation",1
\nLaser pointers or even a simple stick are often used to highlight a particular point of interest within a slide or image,0
" Many manufacturers produce devices that provide remote control over electrical presentation equipment, thus allowing the speaker to move around the stage freely and to activate systems when they are required",0
\nOccasionally still images do not provide enough information to convey the message clearly,0
" For example, the presenter may attempt to describe a complex mechanical movement, in which case animation or video may provide the clearest method of delivery",0
\nSoftware presentation programs combined with digital projectors are frequently used because they provide a visually pleasing presentation and combine multiple media into a single device,0
\nPresentations are often used in the business world where careful attention is paid to the design of the presentation,1
", 'Bird is an interactive input device designed by Israel-based startup, MUV Interactive, which develops technology for wearable interfaces",0
Bird connects to computers to make any surface an interactive 3D environment,0
" The device features remote touch, touchpad swipe control, gesture control, touchscreen capabilities, voice command recognition, a laser pointer, and other advanced options",0
", 'Social technology is a way of using human, intellectual and digital resources in order to influence social processes",1
" For example, one might use social technology to ease social procedures via social software and social hardware, which might include the use of computers and information technology for governmental procedures or business practices",0
" It has historically referred to two meanings: as a term related to social engineering, a meaning that began in the 19th century, and as a description of social software, a meaning that began in the early 21st century",1
Social technology is also split between human-oriented technologies and artifact-oriented technologies,1
", ""Maxar Technologies is a space technology company headquartered in Westminster, Colorado, United States, specializing in manufacturing communication, Earth observation, radar, and on-orbit servicing satellites, satellite products, and related services",0
" DigitalGlobe and MDA Holdings Company merged to become Maxar Technologies on October 5, 2017",0
" Maxar Technologies is the parent holding company of Space Systems Loral, headquartered in Palo Alto, California, US; DigitalGlobe, headquartered in Westminster, Colorado, US; and Radiant Solutions, headquartered in Herndon, Virginia, US",0
Maxar Technologies is dual-listed on the Toronto Stock Exchange and New York Stock Exchange as MAXR,0
"\nIn May 2019, the company was selected as the provider of the power and propulsion element for the Lunar Gateway developed by NASA",0
"On December 30, 2019, the company announced that it had entered into a definitive agreement to sell MDA's assets to a consortium of financial sponsors led by Northern Private Capital for CAD$1 billion (US$765 million)",1
" The sale includes all of MDA’s Canadian businesses, encompassing ground stations, radar satellite products, robotics, defense, and satellite components, representing approximately 1,900 employees",0
" On April 8, 2020, the sale of MDA to NPC officially closed",1
The newly formed privately-held Canadian company was named MDA Ltd,1
", which later listed on the Toronto Stock Exchange",0
""", 'Nubia Technology is a Chinese smartphone manufacturer headquartered in Shenzhen, Guangdong",0
Originally started as a wholly owned subsidiary of ZTE in 2012 and it became an independent company in 2015 and received a significant investment from Suning Holdings Group and Suning Commerce Group in 2016,0
ZTE reduced its stake in Nubia to 49,1
"9% in 2017 officially meaning Nubia was no longer considered a subsidiary of the company, but an associate company",1
In February 2016 Nubia became a sponsor of Jiangsu Suning F,0
C,0
for a reported CN¥150 million,0
The company hired footballer Cristiano Ronaldo to promote the mobile phone of the company in May 2016,0
"In 2017, China Daily reported that Nubia would build a factory in Nanchang, Jiangxi Province",0
"In April 2018, Nubia Technology launched a gaming sub-brand, named RedMagic",0
" RedMagic recently announced its new 5G compatible device RedMagic 5G on March 12, 2020 in Shanghai",0
RedMagic is known for being the first smartphone brand to put cooling fans inside their phones,0
"On April 13, 2020, Nubia Technology unveiled a brand new logo as well as its new brand vision",0
", 'Electronics comprises the physics, engineering, technology and applications that deal with the emission, flow and control of electrons in vacuum and matter",0
" It uses active devices to control electron flow by amplification and rectification, which distinguishes it from  classical electrical engineering which uses passive effects such as resistance, capacitance and inductance to control current flow",0
\nElectronics has had a major effect on the development of modern society,1
"\nThe identification of the electron in 1897, along with the subsequent invention of the vacuum tube which could amplify and rectify small electrical signals,  inaugurated the field of electronics and the electron age",1
" This distinction started around 1906 with the invention by Lee De Forest of the triode, which made electrical amplification of weak radio signals and audio signals possible with a non-mechanical device",0
"  Until 1950, this field was called ""radio technology"" because its principal application was the design and theory of radio transmitters, receivers, and vacuum tubes",0
"\nThe term ""solid-state electronics"" emerged after the first working transistor was invented by William Shockley, Walter Houser Brattain and John Bardeen at Bell Labs in 1947",0
The MOSFET (MOS  transistor) was later invented by Mohamed Atalla and Dawon Kahng at Bell Labs in 1959,0
" The MOSFET was the first truly compact transistor that could be miniaturised and mass-produced for a wide range of uses, revolutionizing the electronics industry, and playing a central role in the microelectronics revolution and Digital Revolution",1
" The MOSFET has since become the basic element in most modern electronic equipment, and is the most widely used electronic device in the world",1
"\nElectronics is widely used in information processing, telecommunication, and signal processing",0
The ability of electronic devices to act as switches makes digital information-processing possible,0
" Interconnection technologies such as circuit boards, electronics packaging technology, and other varied forms of communication infrastructure complete circuit functionality and transform the mixed electronic components into a regular working system, called an electronic system; examples are computers or control systems",0
An electronic system may be a component of another engineered system or a standalone device,0
As of 2019 most electronic devices use semiconductor components to perform electron control,0
" Commonly, electronic devices contain circuitry consisting of active semiconductors supplemented with passive elements; such a circuit is described as an electronic circuit",0
" Electronics deals with electrical circuits that involve active electrical components such as vacuum tubes, transistors, diodes, integrated circuits, optoelectronics, and sensors, associated passive electrical components, and interconnection technologies",0
The nonlinear behaviour of active components and their ability to control electron flows makes amplification of weak signals possible,0
\nThe study of semiconductor devices and related technology is considered a branch of solid-state electronics,0
", 'HNA Technology Co",0
", Ltd",0
formerly known as Tianjin Tianhai Investment Co,0
", Ltd",0
is a Chinese holding company which specialized in marine transportation services,0
" However, in recent year it was most known as the investment vehicle of HNA Group to acquire American company Ingram Micro",0
" The shares of Tianhai Investment, A share and B share (Chinese stock terminology) were both listed in the Shanghai Stock Exchange",0
", ""In the broadest definition, a sensor is a device, module, machine, or subsystem whose purpose is to detect events or changes in its environment and send the information to other electronics, frequently a computer processor",0
A sensor is always used with other electronics,0
"\nSensors are used in everyday objects such as touch-sensitive elevator buttons (tactile sensor) and lamps which dim or brighten by touching the base, besides innumerable applications of which most people are never aware",0
" With advances in micromachinery and easy-to-use microcontroller platforms, the uses of sensors have expanded beyond the traditional fields of temperature, pressure or flow measurement, for example into MARG sensors",1
" Moreover, analog sensors such as potentiometers and force-sensing resistors are still widely used",0
" Applications include manufacturing and machinery, airplanes and aerospace, cars, medicine, robotics and many other aspects of our day-to-day life",1
" There are a wide range of other sensors, measuring chemical & physical properties of materials",0
" A few examples include optical sensors for Refractive index measurement, vibrational sensors for fluid viscosity measurement and electro-chemical sensor for monitoring pH of fluids",0
\nA sensor's sensitivity indicates how much the sensor's output changes when the input quantity being measured changes,0
" For instance, if the mercury in a thermometer moves 1  cm when the temperature changes by 1 °C, the sensitivity is 1 cm/°C (it is basically the slope dy/dx assuming a linear characteristic)",0
" Some sensors can also affect what they measure; for instance, a room temperature thermometer inserted into a hot cup of liquid cools the liquid while the liquid heats the thermometer",0
Sensors are usually designed to have a small effect on what is measured; making the sensor smaller often improves this and may introduce other advantages,0
Technological progress allows more and more sensors to be manufactured on a microscopic scale as microsensors using MEMS technology,1
" In most cases, a microsensor reaches a significantly faster measurement time and higher sensitivity compared with macroscopic approaches",0
" Due to the increasing demand for rapid, affordable and reliable information in today's world, disposable sensors—low-cost and easy‐to‐use devices for short‐term monitoring or single‐shot measurements—have recently gained growing importance",1
" Using this class of sensors, critical analytical information can be obtained by anyone, anywhere and at any time, without the need for recalibration and worrying about contamination",0
""", 'Zeus Technology, Ltd",0
" was a software company founded in 1995 and based in Cambridge, England, known for its web server",0
" In July 2011, Zeus Technology was acquired by Riverbed Technology",0
" In March 2015, Riverbed Technology sold the SteelApp business unit to Brocade Communications Systems",0
" In June 2017, Brocade Communications Systems sold the vADC business unit to Pulse Secure",0
" In December 2020 Pulse Secure, including the vADC business unit, was acquired by Ivanti",0
", 'Subsea is fully submerged ocean equipment, operations or applications, especially when some distance offshore, in deep ocean waters, or on the seabed",0
" The term is frequently used in connection with oceanography, marine or ocean engineering, ocean exploration, remotely operated vehicle (ROVs) autonomous underwater vehicles (AUVs), submarine communications or power cables, seafloor mineral mining, oil and gas, and offshore wind power",0
", 'Atom Technologies Limited is a payment services provider company, headquartered in Mumbai, India",0
" Atom was started in 2006 and is a subsidiary of the Financial Technologies Group, founded by Jignesh Shah",0
The company has historically focused upon the distribution of payment and banking services through the use of mobile technology,1
" Atom Technologies has provided products and services for mobile payments, interactive voice response (IVR) based payments, and mobile-based service distribution framework",0
"NTT DATA, a leading IT services provider headquartered in Tokyo, on 27 November 2018, announced that it has entered into an agreement to acquire a majority stake in Atom Technologies",0
" [1]', ""== Background ==\nNX technology, commonly known as NX or NoMachine, is a proprietary software application for remote access, desktop sharing, virtual desktop (on Linux only) and file transfer between computers",0
It is developed by the Luxembourg-based company NoMachine,0
NX's design was derived from the Differential X Protocol Compressor project (DXPC),0
" In 2003, the compression and transport protocol NX was created to improve the performance of the native X display protocol so it could be used over slow connections such as dial-up modems",0
It wrapped remote connections in SSH sessions for encryption,0
" The core compression technology was released under the GNU GPL2 license (NX 1) for Linux servers, whilst other components such as the NX Server and NX Client programs remained proprietary, on February 14, 2003",0
The last update to this open-source version was released in 2012,0
"\nIn 2010, the company decided to close the source and a proprietary license was adopted",1
"In 2013, the release of version 4",0
0 was released to the public under a closed-source license and for the first time provided a native version for Windows and Mac servers,1
It was in 2013 that NX software became NoMachine software,0
""", 'Sipura Technology, Inc",0
" was a Voice over IP (VoIP) startup company based in San Jose, California founded in 2003 with its siblings VideoCore and Komodo Technology, Inc",0
"  Sipura made VoIP telephone adapters including the Sipura Phone Adapter SPA2100, SPA3000, SPA9000, as well as SPA series IP phones, like the SPA941",0
"\nCisco Systems acquired VOIP maker Sipura Technologies for its Linksys division on April 26, 2005",0
" Ever since, Sipura has been releasing its SPA series equipment under the Linksys brand",0
", 'The University of Reading is a public university in Reading, Berkshire, England",0
" It was founded in 1892 as University College, Reading, a University of Oxford extension college",0
The institution received the power to grant its own degrees in 1926 by royal charter from King George V and was the only university to receive such a charter between the two world wars,1
" The university is usually categorised as a red brick university, reflecting its original foundation in the 19th century",0
Reading has four major campuses,0
" In the United Kingdom, the campuses on London Road and Whiteknights are based in the town of Reading itself, and Greenlands is based on the banks of the River Thames in Buckinghamshire",0
" It also has a campus in Iskandar Puteri, Malaysia",0
The university has been arranged into 16 academic schools since 2016,0
The annual income of the institution for 2016–17 was £275,1
3 million of which £35,0
"4 million was from research grants and contracts, with an expenditure of £297",1
5 million,0
", 'Quantum technology is an emerging field of physics and engineering, which relies on the principles of quantum physics",1
" Quantum computing,  quantum sensors, quantum cryptography, quantum simulation, quantum metrology and quantum imaging are all examples of quantum technologies, where properties of quantum mechanics, especially quantum entanglement, quantum superposition and quantum tunnelling, are important",0
", 'Trane Technologies plc (formerly Ingersoll-Rand plc) is an American Irish-domiciled diversified industrial manufacturing company formed in 1905 by the merger of Ingersoll-Sergeant Drill Company and Rand Drill Company",0
" It is headquartered near Dublin, Ireland",0
"\nWhile known as Ingersoll Rand, the company has been a constituent of the S&P 500 Index since 2010, replacing Pactiv Corporation on 16 November 2010",1
", 'OnePlus Technology (Shenzhen) Co",0
", Ltd",0
" (一加科技) is a Chinese consumer electronics manufacturer headquartered in Shenzhen, Guangdong province, in the Tairan Building (泰然大厦) at the Chegong Temple (车公庙) subdistrict of Futian District",0
" It was founded by Pete Lau and Carl Pei in December 2013, and is currently majority-owned by Oppo as its only shareholder, which is a subsidiary of BBK Electronics along with Vivo, Realme and iQOO",0
" The company is best known for making smartphones, and officially serves 34 countries and regions around the world as of July 2018",0
", 'A blockchain is a growing list of records, called blocks, that are linked together using cryptography",0
" Each block contains a cryptographic hash of the previous block, a timestamp, and transaction data (generally represented as a Merkle tree)",0
The timestamp proves that the transaction data existed when the block was published in order to get into its hash,0
