sentence,correct_label,label
"Las imágenes  la  del PVEM a la que han aludido no pocos analistas, incluso desde su fundación, pero no resultaron de una investigación periodística ni le significaron a los medios, al menos hasta el cierre de esta edición, el reto de escudriñar más, con criterios estrictamente periodísticos, en ese engendro del sistema político mexicano.",1,1
"Su carácter le viene de su naturaleza jurídica, pero también y sobre todo de su función de servicio, que se expresa en la naturaleza universal de sus contenidos y de su cobertura, en el cuidado de ofrecer información, educación y entretenimiento de calidad, así como en su autonomía de intereses políticos y económicos lo mismo que en su capacidad de ser cauce  de la  y de la pluralidad política y cultural de la nación.",0,0
"En este caso, en la forma  41 ""Aviso de Compensación"" debe anotar en la parte inferior, a máquina o de manera impresa, la  leyenda: “Se presentó declaración de corrección de datos de compensación contra (IVA de Actos accidentales o IEPS Retenido, según se trate), en términos de la regla 2.2.7., con fecha (dd-mm-aaaa) y con número de operación ___________”.",0,0
"Le reitero que la policía es deficitaria por si, usted  el número de agentes porque total, como se va a seguir delinquiendo y no vamos a ser capaces de erradicarla, y si a eso sumamos que el gasto es descomunal por ser .....",0,0
"La información es la  de la , sostuvo el candidato de la izquierda a la Presidencia de la República, Andrés Manuel López Obrador al convocar a los ciudadanos a no dejarse manipular por la publicidad y la mercadotecnia política que pretende imponer al próximo presidente de México.",1,1
"Una mujer que desde la nada creó un  , Martha Stewart Living Omnimedia, vendiendo líneas decorativas para el hogar (cocina, jardinería, dormitorios) bodas y otros menesteres.",1,1
"La CNDH está para proteger nuestros derechos humanos, sin importar los intereses políticos, económicos que se encuentren en juego, la segunda para  nuestro  de ejercer con libertad nuestra labor periodística.",1,1
"La generalidad del pueblo español que otorgó su confianza al PP por mayoría absoluta, espera que se mantenga firme y coherente, para  mejor la  y luchar contra el terrorismo, verdadera prioridad de casi todos los españoles.",1,1
"de  federales lo realiza la secretaría de haceinda y crédito público, en los estados lo hace la recaudación de renta... (Capacitación de Administración obras públicas en Distrito Federal)",0,0
De manera progresiva todas nuestras  van  a manos extranjeras.,1,1
"De conformidad con la reforma al artículo 139 del Código Fiscal de la Federación publicada en el Diario Oficial de la Federación el 5 de enero de 2004, las notificaciones por estrados se harán fijando durante quince días consecutivos el documento que se pretenda notificar en un sitio abierto al público de las  de la  que efectúe la notificación y publicando el documento citado, durante el mismo plazo, en la página electrónica que al efecto establezcan las autoridades fiscales.",0,0
"incentivos necesarios para que adquiera hábitos productivos. Paradójicamente, procurando enriquecerse, en realidad se empobrece.  La  moral  en pobreza económica, porque el dinero mal habido se esfuma sin dejar más que desesperación. La desesperación y la incapacidad de producir riqueza incrementa el robo",1,1
"Por otra parte, más allá del análisis de la publicidad política, el tema tratado, nos condujo a reflexionar sobre la situación de nuestro país respecto al  .",1,1
"- Sobre el derecho constitucional. - La  jurídica del . - La normatividad, políticas y estrategias fiscales que rigen las operaciones en las diversas organizaciones. - Las políticas y normatividad que rigen las operaciones bancarias y bursátiles.",1,1
"“Vamos por la bancarización, porque la gente use los bancos, use los servicios en línea...”; pero que al mismo tiempo “ su  y no caiga en errores”.",1,1
"Y agrega: “Es una  , en la que los actores fundamentales han optado por la más contundente y abrumadora opacidad”.",1,1
Ese terrorismo es un poder legal consentido por la más  de las  del planeta.,1,1
Y La Agricultura Tira Para Ser  Porque Por  Menos Vendemos Algo Fuera.,0,0
"Guatemala con enormes riquezas en el subsuelo como oro y otros metales; y con una variadísima producción agrícola, parece que vive de espaldas al progreso, y con una   que no se separa de ella.",1,1
"Finalmente, en el ánimo de romper el  perverso de la  es necesario considerar no sólo las barreras que se presentan en torno a la posibilidad de generar oportunidades para empresas que se vuelvan solventes a mediano y largo plazos, sino que impliquen consideraciones de tipo intergeneracional y comunitario.",1,1
"Por lo visto preferis que siga gobernando el PSOE, con eso de irse Zapatero no os dais cuenta que queda toda la camarilla que le ha seguido docilmente y pensais que no  a seguir con la misma nefasta política que la actual, Seguiran despilfarrando el dinero del  en favor de las autonomias de izquierdas y enchufando a sus amigotes y familiares.",0,0
También dependiendo de la  que  es recomendable que tengas conocimientos sobre dibujo técnico.,0,0
"Con fundamento en los artículos 58 y 59 del Reglamento para el Gobierno Interior del Congreso General de los Estados Unidos Mexicanos, los suscritos, diputadas y diputados federales integrantes de la Comisión de Fomento Cooperativo y Economía Social, sometemos a la consideración de esta honorable asamblea la siguiente proposición con punto de acuerdo para exhortar a la Comisión de Presupuesto y Cuenta Pública a que en el Presupuesto de Egresos correspondiente al   2004 se incluya una partida especial destinada al fomento cooperativo a través de un programa especial adscrito al Fondo Nacional de Apoyo a Empresas Sociales (Fonaes) de la Secretaría de Economía, con base en los siguientes",0,0
El movimiento obrero ha dejado la huella de su lucha en multitud de testimonios surgidos al calor de los movimientos sociales: de este venero la intelectualidad democrática ha comenzado a extraer las fuentes para reconstruir la memoria histórica de las masas anónimas que con su trabajo  la  social y mueven la rueda de la historia.,0,1
"De igual modo, a partir de la desproporcionada   de unos municipios y de otros, no es difícil estimar la diferencia en la calidad del activismo y de los compromisos de los candidatos a legisladores.",1,1
"Aguilar Zínser subrayó en su intervención que no son opositores, sino ejecutores de un proyecto de  , y advirtió a Cervera: ""La estamos haciendo.",1,1
"Situaciones habituales en las que suelen darse casos de presunta  son los  de contratación laboral, la concesión de créditos bancarios, la firma de contratos de arrendamiento, etcétera.",0,0
La máquina de impuestos de  del  puede ser derrotada.,0,0
"""Lo que pretendemos es que no se  las  desde los mismos grupos que han manipulado el padrón, es un riesgo y lo asumimos con toda la responsabilidad y riesgos que tiene, pero lo que queremos es evitar que los mejores candidatos se queden en el camino"", sostuvo.",1,1
"Esta deuda social con el indicador que yo le estoy dando, que es sólo una parte, porque no estamos considerando la deuda social acumulada por pérdida en el  adquisitivo del  real, no estamos considerando la pérdida de bienestar por el crecimiento de los puestos en la economía informal ni por la pérdida neta de empleo.",1,1
"Los procesos autoritarios han dejado pocas certezas y al Estado le resulta difícil sostener el contrato: desatención económica, indefinición respecto de los saberes a transmitir, relaciones entre educación y mundo del trabajo, presiones para que las escuelas se hagan cargo de funciones que no le son propias,  .",1,1
"“los grandes políticos deberían repartir la  a toda la  de la gente del campo, pero acá de nosotros nadie se acuerda”.",1,1
"Obviamente una mente libre puede incurrir en el error al dar significado en la lectura; el crítico político no es menos inmune a esta posibilidad que el científico o el artista, si las instituciones educativas ofrecen la libertad de explorar con la lectura como el eje de la práctica docente, la voz dominante de los profesores alineados con el dogma de la enseñanza, perderá fuerza su autoritarismo en el aprendizaje del estudiante y el profesor centrado en los proceso de generación de conocimiento, que generalmente es una figura institucional solitaria, saldrá del anonimato para respaldar el cumplimiento de la escuela con su compromiso de promover la sociedad libre, la escuela que produce ciudadanos y saberes en vez de acero o producción enserie de cosas obedientes, consumistas, egoístas e indiferentes al  de la .",1,0
"Si usted efectuó la compensación de saldos, no olvide que debe presentar un  ante la Administración Local de Asistencia al Contribuyente que le corresponda, mediante la forma fiscal 41 acompañada de los Anexos y documentos que se señalan en el reverso de dicha forma fiscal, según el tipo de  que haya compensado.",0,0
"Durante el gobierno de Louis St. Laurent (1948-1957), en vista del  de las  por parte de la Unión Soviética y de su capacidad para lanzar ataques aéreos contra América del Norte, el gobierno canadiense, con el apoyo de Estados Unidos, construyó tres redes de estaciones de radar en el norte; a mediados de diciembre de 1953, el gobierno de St. Laurent estableció el ya mencionado Department of Northern Affairs and National Resources.",0,1
VI.-Hacia la definición clásica de  .,0,0
"[2] La MSX ha hecho grandes actos de corrupción frente a diferentes jurados, en realidad la lucha jurídica contra MSX está ganada, pero el poder político que tiene la empresa impide que las  le  los permisos de operación.",0,0
"Durante la  plenaria, los consejeros analizaron en asuntos generales las  quejas promovidas por el representante de la coalición 5 de Mayo conformada por el  Partido Revolucionario Institucional () y el Partido Verde Ecologista de México (PVEM), Silvino Espinoza Herrera.",0,0
"Esta reflexión va más bien dirigida a tratar de desnudar un sistema inoperante, agotado, inflexible y engrosado año con año que sólo genera desigualdad entre unos y otros, creando ciudadanos de primera y de segunda clase que privilegia a unos y a otros no y sobre todo sistematiza la ineficiencia y la parálisis y fomenta el  desmedido e imparable de la .",1,1
"El enfoque CMG explica la  de  al interior de una cadena como resultado de la intensidad relativa de la competencia al interior de diferentes nodos.""",1,1
"Ya sea que su proyecto es grande o pequeña, es esencial que usted  que se manejan  consultores de ingeniería que podrá llevarlo a cabo de manera satisfactoria.",0,0
Y La Agricultura Tira Para Ser  Porque Por Lo  Vendemos Algo Fuera.,0,0
"Años después añadió: Han sido pilar de control corporativo en el , grillete de , ahogo de ciudadanía, cadena a la movilidad social, opresión del individuo por identidades colectivas, y molde de destrucción de recursos naturales.",0,0
"Una de ellas, por supuesto, podría estar dentro de la  de la  -entendiendo ""democracia"" como un vocablo trastocado y que se diferencia del término que introdujo Heródoto en sus Historias- en donde es de capital importancia que el ""pueblo"" conozca a los políticos físicamente, dotándolos de todas las características que engloba un personaje del espectáculo.",1,1
"Con bombo y platillo, la Junta de  del FMI, reunida en Singapur, aprobó ""reformar"" el sistema de cuotas y representación del propio organismo para que distintos  en él participantes tengan ""mayor poder"" en la toma de decisiones.",0,0
"Alberto Cárdenas Jiménez, Gobernador  del Estado de Jalisco, entregó al Congreso del Estado, en sesión solemne, su segundo  de Gobierno.",0,0
"“Los desafíos que nos  la , la injusticia, la ignorancia y la corrupción son motivos por demás impostergables para refrendar nuestra lucha del día a día en favor de un México mejor”, expresó Salvador Vega.",1,1
Yo no conozco a ningun familiar de los actuales  autonómicos del PP  en la administracion.,0,0
"Respuestas a las  más frecuentes de los solicitantes respecto a la información generada por el  de Guadalajara, organizada por dependencias municipales que generan la información .",0,0
"De lo dicho con anterioridad, se establece que la litis en el presente juicio, se constriñe a determinar, en primer término si en el caso que nos ocupa, la  responsable al emitir el  de registro de la planilla presentada por el PARTIDO DE LA REVOLUCIOND EMOCRATICA, para el Ayuntamiento del Municipio de San Luis Acatlán, Guerrero, se ajusto al principio de legalidad.",0,0
"La información es la base de la democracia, sostuvo el candidato de la izquierda a la  de la República, Andrés Manuel López Obrador al convocar a los ciudadanos a no dejarse manipular por la publicidad y la mercadotecnia política que pretende imponer al  presidente de México.",0,0
"Privar a la gente de alimentos debido a una elección sería una  extraordinaria de la  y una grave violación de las leyes internacionales de derechos humanos”, dijo.",1,1
"De hecho, muchas veces cuando una empresa decidir si va a ampliar su negocio o penetrar en un nuevo mercado, se contrata a un  de  que les ayuden a entender los cambios que sería necesario realizar para ayudar a que la empresa sea líder en su mercado.",0,0
"El Arrendamiento Financiero es un instrumento de financiamiento a mediano y  plazo, dirigido a Empresas con ventas anuales superiores a 30  de pesos, que requieran renovar o adquirir activos productivos.",0,0
"Según publicó años después, el combate a la  rural en México es causa de deforestación; en particular, los subsidios o transferencias del programa  de la Sedeso.",0,0
"Y respondió: ""En democracia, el consenso electoral, el principio de la mayoría, es importante, sí, pero no fundamental en el sentido etimológico de la palabra, no está en el  de la .",1,1
"Por cierto, elecciones libres son un factor crucial en cualquier proceso de democratización, particularmente en México, pero cabe preguntarse acerca  de las .",1,1
"El representante legal de la empresa Alkino, Rodolfo Antonio Jumilla, dijo desconocer los datos básicos de la empresa Comercializadora Atama, a pesar de haberla contratado para fondear 7 mil 851 tarjetas de Monex, que fueron repartidas entre integrantes de las   del PRI para la presunta compra de votos.",1,1
"Este fantástico audiolibro que te mostrará como gestionar algo tan valioso como el  para conseguir la  Libertad Financiera, es la segunda parte del de ""Cómo jugar y ganar el Juego del Dinero"" donde encontrarás los siguientes capítulos:",0,0
"Con punto de acuerdo, por el que se exhorta a esta soberanía a revisar la probable inconstitucionalidad del  de  neto aprobado en la Ley de Ingresos de la Federación correspondiente a 2006, a cargo de la diputada Dolores Padierna Luna, del grupo parlamentario del PRD.",1,1
"Por ejemplo, el tema de los pobres, en estos últimos, casi 30 años de democracia, los pobres estuvieron y están en la boca de todos los políticos, como si esto fuera poco, hoy por hoy, los pobres ganan menos que hace treinta años atrás, me aventuraría decir que se aumentaron en numero, en lugar de sacarlos a flote, lo hundieron mas de lo que estaban, y lo usan para reciclarlos por votos a través de las coimas camuflada como ayuda social, argumentando que están haciendo  de las  “guaú´´.",1,1
"Durante la sesión plenaria, los consejeros analizaron en asuntos generales las  quejas promovidas por el representante de la coalición 5 de Mayo  por el  Partido Revolucionario Institucional () y el Partido Verde Ecologista de México (PVEM), Silvino Espinoza Herrera.",1,0
"Este nuevo federalismo es el único que puede salirle al paso a la tentación de iniciar una espiral de desencuentro entre las entidades federativas de menor desarrollo —que presionan ya por obtener mayores recursos federales para  un mayor  y profundización de sus carencias ancestrales— y los estados de mayor desarrollo, que verían como natural la gestión de los recursos que se generan gracias al dinamismo de su región económica.",1,1
SE HARÁN POR FIN LAS REFINERÍAS PARA EVITAR EL  REDONDO PARA LA .,1,1
"veremos si el PP se atreve a rectificar y llevar a cabo  valientes, como en todo lo demás.",0,0
"El Departamento del Tesoro dijo que el pago más grande en la  ronda alcanzó un total de 7 mil 580  de dólares, y fue para el PNC Financial Services Group Inc., con sede en Pittsburgh.",0,0
"Con este acuerdo, ambas organizaciones pretenden establecer un marco de cooperación mutua, definiendo planes de acción en áreas como apoderamiento y desarrollo económico de las mujeres o la  contra la  y la exclusión social femenina.",1,1
"""Pero, al final, puede asentarse una democracia"", aseveró y lo que estamos presenciando es el uso de la violencia para frenar el  de las .",1,1
A la persona se le devuelve la  del  pagado.,0,0
"En prácticamente todos los países del llamado primer mundo, existen reglamentaciones y leyes sobre aspectos ambientales que se observan con suma rigurosidad; en el llamado mundo subdesarrollado, donde el deterioro ambiental corre de la  del  dramático de la mayoría de sus habitantes, la preocupación por problemas ambientales ha crecido notablemente en los últimos años; organismos internacionales, como la ONU, han logrado generar una serie de acuerdos y tratados internacionales sobre cuestiones de medio ambiente.",1,1
"Qué bueno que nuestros  se  materializados en una obra y no en la cuenta suiza de algún peterete... claro, los que pagamos impuestos.",1,1
"La imprecisión del término, y la constatación de la precaria realidad de la mayor parte de la población de los países perífericos, han hecho que en los últimos años se haya ido modificando el objetivo explicitado, habiéndose llegado a consensuar la "" de la "" –ó más concretamente, de la ""pobreza humana"", definida en términos del paradigma del desarrollo humano del PNUD- como el objetivo fundamental de la cooperación.",1,1
"Debe, por esto, emplearse una dieta  en grasas que  los depósitos de grasas que reduzca los depósitos de grasa existentes en el cuerpo.",0,0
"En un sistema así, la corrupción se institucionaliza, se gangrena todo el aparato de poder por ese método, “ilegal” pero efectivo, de  la .",1,1
"Difundir información sobre la relevancia de los  , mediante el envío programado y sistematizado de boletines de prensa, notas informativas y textos breves a los espacios noticiosos, de contenido editorial y de entretenimiento en la televisión, radio y prensa.",1,1
Terminé  una  que unía los dos sistemas.,0,0
"Aunque sea de presumir que por el anterior arrendamiento no contribuiría Santa Cruz tanta cantidad anual como la ofrecida por Maldonado, porque la experiencia tiene demostrado que los indios, por tal de que se les adelantase  vendían o arrendaban sus tierras o solares por ínfimos precios, no debió el  excusar poner en este expediente constancia formal de lo que Santa Cruz pagaba anualmente por las mismas tierras.",0,0
"¿Eres  al Sexo y te interesa ganar  extra? - hace 2 semanas - Si consideras eres una adicta al sexo, y deseas sacarle provecho a ello pues en lugar de acostarte con un desconocido de un bar o discoteca, mejor ...",0,0
"Avilés y Lanz Galera, quienes propusieron el trámite de ""al Archivo"", que resultó aprobado por la Asamblea, después de que el C. Trejo apoyó la determinación de que se reservara el  para el .",1,0
"Los relojes se movían por medio de un peso colgado de un cordón que se enrollaba en un cilindro y para evitar que el peso al bajar fuera aumentando su velocidad se ideó, no se sabe por quién, un mecanismo llamado escape, que  su .",0,0
"Un  de  abiertas es el que reiteró titular del Ejecutivo del estado, José Calzada Rovirosa, para la ciudadanía queretana, en el marco del nombramiento de los nuevos integrantes del Observatorio Ciudadano de Seguridad del Estado de Querétaro (OCSEQ).",1,1
"Quienes no realicen el trámite antes del 28 de febrero no podrán participar en los  del 5 de julio próximo, por lo que el IFE  a los ciudadanos a realizar su trámite cuanto antes.",0,0
"Han  sus  y libertades, los han cedido como ciudadanos de segunda categoría, permitido se les desespañolice, dejado indefensos y encima a los que aún persisten etiquetados como fascistas por reclamar aquello que está recogido en nuestro ordenamiento jurídico y forma parte del estado de derecho.",1,1
"El gobernador Ney González explicó que en Nayarit se está tratando de generar una nueva cultura, pues “así como somos muy buenos anfitriones para el turismo, tenemos que volvernos muy buenos anfitriones para las inversiones; tenemos que dejar a un lado aquello que a lo largo de décadas caracterizó a Nayarit en los ámbitos nacional e internacional, cuando el empresario tenía miedo venir a Nayarit, porque al que llegaba, antes de que abriera las puertas de su negocio ya le habían hecho huelga, porque al que llegaba le exprimían lo que traía antes de que lo dejaran  el , como aquí, para generar empleos”.",1,1
"En su análisis político afirmó que la  está secuestrada  partidos políticos y los medios de comunicación masiva que, más que informar, moldean la opinión pública a su antojo.",0,1
"Galbraith sugirió que las naciones en la base de la estructura de la estratificación están ahí porque tienen valores, costumbres, tradiciones y formas de vida que le impiden arriesgarse a derribar los  de la  y les mantienen en ese luga.",1,1
Por solo $800.00 calculamos la pension quie le entregara el imss para que determine si le conviene o es necesario  su  promedio.,1,1
"Una de las cosas de UPyD es que no se ha pronunciado ""socialista"" o de la ... así que mucha gente en vez de escuchar sus propuestas, le tacha de  ""del otro bando"".",0,0
"-Ante las devastadoras escenas que sobre la guerra en Irak nos muestran las televisoras, varios amigos de La Caminera nos reiteran el ofrecimiento de reunir el dinero suficiente para comprarle un boleto de ida al inhumano José Manuel ""El Bombillo"" Civeira a ese país en conflicto y de esa manera terminar de una vez por todas con el sangrado presupuestal que ocasiona este sujeto de baja ralea, a las   del pueblo yucateco.",1,1
"El diario asegura que la gestión de Granier Melo  en la  al estado de Tabasco y que a mitad de su gestión, el priista tuvo que sacar a su hijo “por motivos de seguridad” y se refugió en Cancún, Quintana Roo.",1,1
"De conformidad con la reforma al artículo 139 del Código Fiscal de la Federación publicada en el Diario Oficial de la Federación el 5 de enero de 2004, las notificaciones por  se harán fijando durante quince días consecutivos el documento que se pretenda notificar en un sitio abierto al público de las oficinas de la autoridad que efectúe la notificación y publicando el documento citado, durante el mismo plazo, en la página electrónica que al efecto establezcan las  fiscales.",0,0
"De conformidad con la reforma al artículo 139 del Código Fiscal de la Federación publicada en el Diario Oficial de la Federación el 5 de enero de 2004, las notificaciones por estrados se harán fijando durante quince días consecutivos el documento que se pretenda notificar en un sitio abierto al público de las oficinas de la autoridad que efectúe la notificación y publicando el documento , durante el mismo plazo, en la página electrónica que al efecto establezcan las autoridades .",0,0
Enlace permanente El   de la Riviera,1,1
"Posteriormente en un discurso del 30 de enero de 1942, declararía que la guerra vería el  del  en Europa.",1,1
Las reservas de vacantes solo quedarán confirmadas mediante el  del .,0,0
"El taller fue impartido por la Eva Moreno Pérez y Susana Esquivel, quienes pretenden que los diversos  del , conozcan y discutan sobre estrategias metodológicas y recursos didácticos, lo cual puede concluir con propuestas para erradicar la violencia.",1,1
* http://www. dof. gob. mx/nota_detalle. php?codigo=5317983&fecha=15/10/2013 Politica - Comentarios: 0 También le puede interesar: LEGISLATIVO  el  el reconocimiento “Elvia Carrillo Puerto” LEGISLATIVO Congreso establece en su ley reconocimiento “Elvia Carrillo Puerto” LEGISLATIVO Aprueba Senado premio “Elvia Carrillo Puerto” a mujeres BRIGADA Rector de la UAQ visita brigada en Carrillo Puerto.,1,1
"El compromiso del estado con las empresas que están respondiendo de manera correcta al convenio de autorregulación es de confianza, ya que las empresas deberán  dos guías al año y la  las dictamina confiando en sus respuestas.",0,0
"Por ello es imprescindible contar con una ubicación relativamente céntrica en el ámbito geográfico de producción de escombros, para disminuir los costes de transporte de las cubas y, por otro lado, un apoyo desde las administraciones que deben obligar, a través de licencias de obra, etc. a los transportistas de escombros a descargar los residuos en estas plantas,  un , que deben repercutir en el coste de sus transportes, en el generador del residuo.",0,0
"Queda  un  para la salvaguardia del patrimonio cultural inmaterial , denominado en adelante el Fondo .",0,0
"Crear una cultura de rendición de cuentas y contribuir a la transparencia en la gestión de los recursos públicos mediante acciones de fiscalización superior, revisión y auditoría integral de las cuentas y actos relativos a la aplicación de los fondos federales, estatales y municipales en estricto apego a , asegurando que se ejerzan de manera eficiente en los planes y programas para los que fueron autorizados; así como fincar y  las responsabilidades que procedan; comprometidos con los principios de legalidad, imparcialidad, veracidad, honradez, reserva y respeto.",0,0
"Erick Martínez Novelo, candidato de la Planilla Roja, mencionó que con esto, tendrán que esperar a que convoquen de nuevo la Concanaco y la Secretaría de Economía a un proceso para  la .",0,0
Nos señalan la  para que dejemos de ver los demás dedos-no índices que se aprovechan en cada momento de que  la atención en lo que ellos quieren.,0,0
"El mejor ejemplo de esta falta de solidaridad y compromiso con el pueblo que los mantiene, son los salarios y prestaciones de la   mexicana, desde el presidente de la república, hasta los magistrados, pasando por legisladores y consejeros de los organismos autónomos.",1,1
"En esta segunda parte de este magní*fico juego en 3D, se le ha incorporado un “Medidor de Aspiraciones” donde se  en juego los  y miedos de cada personaje.",0,0
Greenpeace prioriza en 2009 la  contra el,1,1
"La abogada Grecia Rojas, del Centro de la Mujer Peruana Flora Tristán manifestó que las leyes vigentes fomentan una cultura de irresponsabilidad e impunidad masculina y señaló que actualmente las mujeres gastan  en trámites y abogados, para obtener  de varios meses una sentencia que probablemente no será obedecida por el demandado.",0,0
"El gobernador de Oaxaca, José Murat Casab, advirtió ayer que los priístas no permitirán las ""maniobras corporativistas"" que ""un grupúsculo"" pretende imponer para evitar que con la elección del próximo presidente del PRI se  la  en el tricolor y continuar así ""sometiendo políticamente a millones de priístas"".",1,1
"El primero método, dijo la dirigente estatal del Sol Azteca, es una posibilidad que todos los referentes o líderes de las expresiones que conforman el partido en Michoacán, la han discutido y valorado, por lo que de darse la reserva de los distritos   al proceso federal intermedio, se estarían celebrando convenciones distritales de donde saldrían los candidatos perredistas a diputados federales.",0,1
"(Especial).- Ante la falta de ingresos y la crisis que se avecina, el municipio de Chihuahua tomó una decisión difícil de  el , con el compromiso de volver a triplicar la inversión pública para este 2009 en base al trabajo y la concertación, dijo el Alcalde Carlos Borruel Baquera.",1,1
"Por eso, mi determinación de impulsar el   seguirá empeñada en el examen de una agenda donde caben todos los temas, donde no hay anatemas; una agenda para sentar, democráticamente, hoy las bases políticas del mañana, no para persistir autoritariamente en los agravios que dividen; una agenda para satisfacer los anhelos democráticos de todos y con todos, no para imponer o para excluir a nadie.",1,1
"En tal sentido, los elementos que privaron temporalmente de su libertad al quejoso no  fundamento para tal acto de autoridad que en consecuencia se consideró una arbitrariedad, transgresora de lo dispuesto por el artículo 16 de la  Política de los Estados Unidos Mexicanos así como por los artículos XXV de la Declaración Americana de los Derechos y Deberes del Hombre, 9.1 del Pacto Internacional de Derechos Civiles y Políticos, y 7 de la Convención Americana Sobre Derechos Humanos, por lo que se dictó la recomendación correspondiente.",0,0
"En conferencia de prensa, planteó que para no dejar caer el empleo y motivar a los trabajadores es preciso darles un “incremento extraordinario de salario a sus trabajadores”, eximiendo este nuevo recurso  .",1,1
Los resultados  de este año debilitarán al presidente y su partido  a las presidenciales del 2006,0,0
"Por otra parte, más allá del análisis de la publicidad política, el tema tratado, nos condujo a reflexionar sobre la situación de nuestro país respecto al  .",1,1
"Para el desempeño de sus actividades, el Instituto cuenta con un  de  integrados en un Servicio Profesional Electoral.",1,1
"* TRATO DIRECTO CON PROPIETARIO * TERRENO DE 9Has con un total de 90,000 m2.- cuenta ya con los siguientes servicios, LUZ-LINEA TELÉFONICA, Y EL AGUA ESTA MUY CERCA SE ENCUENTRA UBICADO EN ESQUINA CON DOS FRENTES Y SERIA LA PRIMERA ESCRITURACIÓN POR LO TANTO ESTA  DE ,(para escuela-area industrial-o FRACCIONAMIENTO) SU PRECIO $2OO.00M.N. POR m2 para mayores informes: 01(81)83505030 E-mail: remexi3ventas@gmail.com",1,0
Del fragor a la   ha surgido un fenómeno preocupante y es la creciente polarización de sectores y grupos de la sociedad que ha llegado incluso a un encono que debilita nuestra ya de por sí frágil democracia.,1,1
¡Esa gran sensibilidad que demostraron todos ante el desespero de los parados de la Nissan que se manifestaron en el 11S  trabajo y ni uno solo de los  se inmutó!,0,0
Para mí no hay duda de que la causa principal del crecimiento explosivo de la delincuencia es el  concomitante de la  entre los grupos marginados del progreso social.,1,1
"Por ello, propuso que el gobierno federal “” los  de los aeropuertos para contrarrestar el alza en la turbosina e incentivar la llegada de vuelos internacionales, a fin de hacer frente a la caída en la ocupación hotelera que se espera durante la temporada baja, en la que se estima que el nivel rondaría el 55 por ciento, luego de cerrar el verano por arriba del 85 por ciento.",1,1
"Es por ello que en México, a pesar de instituciones como el sistema de seguridad social, el sistema de vivienda para los trabajadores, el reparto de utilidades, programas como “Solidaridad” o “Progresa” en su momento, y otros muchos que pretenden lograr que la contribución de los mejor situados a la  de  redunde coincidentemente en beneficio de los peor situados, no han logrado dotar a nuestra economía, aún insuficientemente de mercado en muchos aspectos, de un rostro social.",1,0
"No existe un sólo señalamiento que indique el origen de los atentados que se producen en numerosos países árabes, en Egipto y en Líbano, particularmente, excepto que ellos son el  del """": fantasma genérico detrás del cual estaría siempre el omnipotente y omnipresente Estado Iraní.",1,1
"En el caso de la consejera Olga Lazcano Ponce, la queja promovida por el  se registró después de sus comentarios en diversas entrevistas donde señaló que el director de la facultad de Derecho, Guillermo Nares Rodríguez, quien se encontraba en calidad de inelegible, podía ser  de la planilla del candidato a la alcaldía capitalina, Tony Gali Fayad.",0,0
"Está integrada por militantes del PRD, quienes de manera voluntaria y responsable aceptan los principios políticos ideológicos y éticos de dicha corriente, que se rige bajo el  de la .",1,1
"Contribuir al desarrollo económico, social y cultural de la región Noroeste del  y de México, a través de la formación de  emprendedores e innovadores de tecnología con excelencia académica.",0,0
"""Gracias a la  de la  que sembró, el gobierno, federal y estatal en su caso, dejaron de ser el árbitro en las elecciones, dejando los procesos electorales en manos de los ciudadanos"", expresó Imelda Alejandro.",1,1
"De estas empresas sobresale el caso de Cemex, que registró un incremento de 20 mil 188 millones de pesos en sus impuestos diferidos, al pasar de 30 mil 119 millones en 2006 a 50 mil 307 millones en 2007; esto significó que por cada  de  que pagó, se le permitieron diferir 10.5 pesos.",0,0
y cuotas  a sus empleados y funcionarios.,1,1
"Al llevar a cabo una gira de trabajo por Tuxtla Gutiérrez, acompañado del gobernador Juan Sabines Guerrero, y por el presidente municipal de Tuxtla Gutiérrez, Jaime Valls Esponda, el secretario de Desarrollo Social, Ernesto Cordero Arroyo, resaltó que en el presente año, la entidad a su cargo incrementará en más de 21 por ciento los recursos a Chiapas, con lo cual el Gobierno Federal destina al estado 6 mil 500 millones de pesos que estarán orientados fundamentalmente a  de la  y marginación a los 28 municipios que están ubicados dentro de los 100 con menor índice de desarrollo social.",1,0
"Crear una cultura de rendición de cuentas y contribuir a la transparencia en la gestión de los recursos públicos mediante acciones de fiscalización superior, revisión y auditoría integral de las cuentas y  relativos a la aplicación de los fondos federales, estatales y municipales en estricto apego a , asegurando que se ejerzan de manera eficiente en los planes y programas para los que fueron autorizados; así como fincar y promover las responsabilidades que procedan; comprometidos con los principios de legalidad, imparcialidad, veracidad, honradez, reserva y respeto.",0,0
"La Contraloría General del Distrito Federal y la Procuraduría General de Justicia del Distrito Federal, con el valioso apoyo del Consejo Ciudadano de Seguridad Pública y Procuración de Justicia y el Instituto de Formación Profesional han iniciado con grandes expectativas, el Programa de Contraloría Ciudadana en Agencias del , que tiene como objetivo fundamental, promover la transparencia de la gestión pública en las Agencias del Ministerio Público y vigilar que se preste el servicio - con legalidad, honradez, imparcialidad, profesionalismo, eficacia y eficiencia -, fomentar la cultura del servicio  y promover un trato respetuoso y amable a la ciudadanía, por parte de los servidores públicos.",0,0
Quiere decir que seria el colmo que Madrid fuera como Cataluña donde hay más altos cargos que en el  de ? y donde el President cobra más que Zapatero?,1,0
