sentence,pos_seq,genre,preds,true
", you took three of them did n't you ?","['PUNCT', 'PRON', 'VERB', 'NUM', 'ADP', 'PRON', 'VERB', 'ADV', 'PRON', 'PUNCT']",conversation,00001110110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"Over Cook 's side , he only lasted about three more weeks , I mean","['ADP', 'PROPN', 'PART', 'NOUN', 'PUNCT', 'PRON', 'ADV', 'VERB', 'ADV', 'NUM', 'ADJ', 'NOUN', 'PUNCT', 'PRON', 'VERB']",conversation,00011110011101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"Ian only last about three or four weeks , he was gone .","['PROPN', 'ADV', 'VERB', 'ADV', 'NUM', 'CCONJ', 'NUM', 'NOUN', 'PUNCT', 'PRON', 'VERB', 'VERB', 'PUNCT']",conversation,00001100101100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
That one he went did n't he ?,"['DET', 'NOUN', 'PRON', 'VERB', 'VERB', 'ADV', 'PRON', 'PUNCT']",conversation,10000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
He took it back .,"['PRON', 'VERB', 'PRON', 'ADV', 'PUNCT']",conversation,00110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,01010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"You know , I remember him","['PRON', 'VERB', 'PUNCT', 'PRON', 'VERB', 'PRON']",conversation,10010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,01000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
Is that what he said to you ?,"['VERB', 'DET', 'NOUN', 'PRON', 'VERB', 'ADP', 'PRON', 'PUNCT']",conversation,00100111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,01000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
Oh I did n't know that !,"['INTJ', 'PRON', 'VERB', 'ADV', 'VERB', 'DET', 'PUNCT']",conversation,00100110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"I said , well fair enough , I 'll go to do something else !","['PRON', 'VERB', 'PUNCT', 'INTJ', 'ADJ', 'ADV', 'PUNCT', 'PRON', 'VERB', 'VERB', 'PART', 'VERB', 'NOUN', 'ADV', 'PUNCT']",conversation,01000010100100100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"See John when he as soon as John arrived he said to me will you take me he said , I do n't wan na learn it proficiently but I want to know every job so I then took","['VERB', 'PROPN', 'ADV', 'PRON', 'ADV', 'ADV', 'ADP', 'PROPN', 'VERB', 'PRON', 'VERB', 'ADP', 'PRON', 'VERB', 'PRON', 'VERB', 'PRON', 'PRON', 'VERB', 'PUNCT', 'PRON', 'VERB', 'ADV', 'VERB', 'PART', 'VERB', 'PRON', 'ADV', 'CCONJ', 'PRON', 'VERB', 'PART', 'VERB', 'DET', 'NOUN', 'ADV', 'PRON', 'ADV', 'VERB']",conversation,"0000000010011000100011000011000000001
010000000000000000000000000000000000000000000000000000000000000000000000000000","0000000000010000000000000000000000000
000000000000000000000000000000000000000000000000000000000000000000000000000000"
"and and when this Peter come he said well you know , just show him everything and like you did me and he said he did n't wan na know thank you .","['CCONJ', 'CCONJ', 'ADV', 'DET', 'PROPN', 'VERB', 'PRON', 'VERB', 'INTJ', 'PRON', 'VERB', 'PUNCT', 'ADV', 'VERB', 'PRON', 'NOUN', 'CCONJ', 'INTJ', 'PRON', 'VERB', 'PRON', 'CCONJ', 'PRON', 'VERB', 'PRON', 'VERB', 'ADV', 'VERB', 'PART', 'VERB', 'VERB', 'PRON', 'PUNCT']",conversation,00010010000001100000101010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00010000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
I did n't know he said that to him !,"['PRON', 'VERB', 'ADV', 'VERB', 'PRON', 'VERB', 'ADP', 'ADP', 'PRON', 'PUNCT']",conversation,00000011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"he said I come to be supervisor he said , I do n't know , I do n't wish to learn all that !","['PRON', 'VERB', 'PRON', 'VERB', 'PART', 'VERB', 'NOUN', 'PRON', 'VERB', 'PUNCT', 'PRON', 'VERB', 'ADV', 'VERB', 'PUNCT', 'PRON', 'VERB', 'ADV', 'VERB', 'PART', 'VERB', 'DET', 'DET', 'PUNCT']",conversation,00000010001000011000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
Well can you supervise if you do n't know what the hell 's going on !,"['INTJ', 'VERB', 'PRON', 'VERB', 'ADP', 'PRON', 'VERB', 'ADV', 'VERB', 'NOUN', 'DET', 'NOUN', 'VERB', 'VERB', 'PART', 'PUNCT']",conversation,00101000001001110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000101100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
I said to John,"['PRON', 'VERB', 'ADP', 'PROPN']",conversation,10110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"That 's what John said , he wanted","['DET', 'VERB', 'NOUN', 'PROPN', 'VERB', 'PUNCT', 'PRON', 'VERB']",conversation,10011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"John , I hope you do n't mind , I said got ta call he said you","['PROPN', 'PUNCT', 'PRON', 'VERB', 'PRON', 'VERB', 'ADV', 'VERB', 'PUNCT', 'PRON', 'VERB', 'VERB', 'PART', 'VERB', 'PRON', 'VERB', 'PRON']",conversation,01011100010001010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"Well that 's certainly my feeling I 'm naturally disappointed but it I say , you did well and er","['INTJ', 'DET', 'VERB', 'ADV', 'ADJ', 'NOUN', 'PRON', 'VERB', 'ADV', 'ADJ', 'CCONJ', 'PRON', 'PRON', 'VERB', 'PUNCT', 'PRON', 'VERB', 'ADV', 'CCONJ', 'INTJ']",conversation,01001011111100011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,01000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"Mick said to me last night , he said to me you can never fit not used to it , but","['PROPN', 'VERB', 'ADP', 'PRON', 'ADJ', 'NOUN', 'PUNCT', 'PRON', 'VERB', 'ADP', 'PRON', 'PRON', 'VERB', 'ADV', 'VERB', 'ADV', 'VERB', 'ADP', 'PRON', 'PUNCT', 'CCONJ']",conversation,00110010001110100111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00100000010000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"No I 'm listening to them , I 'm doing a project .","['INTJ', 'PRON', 'VERB', 'VERB', 'ADP', 'PRON', 'PUNCT', 'PRON', 'VERB', 'VERB', 'DET', 'NOUN', 'PUNCT']",conversation,01111101110100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
Everywhere I go .,"['ADV', 'PRON', 'VERB', 'PUNCT']",conversation,"0100000000000000000000000000000000000
000000000000000000000000000000000000000000000000000000000000000000000000000000","0000000000000000000000000000000000000
000000000000000000000000000000000000000000000000000000000000000000000000000000"
"It 's all anonymous , you 're not nobody know who it is , it 's for it 's for a dictionary and they want new words that are commonly used and they do n't want and all old words that never get used it 'll be dropped in the next edition of the dictionary .","['PRON', 'VERB', 'DET', 'ADJ', 'PUNCT', 'PRON', 'VERB', 'ADV', 'NOUN', 'VERB', 'NOUN', 'PRON', 'VERB', 'PUNCT', 'PRON', 'VERB', 'ADP', 'PRON', 'VERB', 'ADP', 'DET', 'NOUN', 'CCONJ', 'PRON', 'VERB', 'ADJ', 'NOUN', 'ADJ', 'VERB', 'ADV', 'VERB', 'CCONJ', 'PRON', 'VERB', 'ADV', 'VERB', 'CCONJ', 'DET', 'ADJ', 'NOUN', 'ADJ', 'ADV', 'VERB', 'VERB', 'PRON', 'VERB', 'VERB', 'VERB', 'ADP', 'DET', 'ADJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']",conversation,"0010100000010110010100101001100001000
010101011011111001100000000000000000000000000000000000000000000000000000000000","0000000000000000000000000000000000000
000000000011000000000000000000000000000000000000000000000000000000000000000000"
No it 's er I 'm taping all my conversations I have with everybody for a week .,"['INTJ', 'PRON', 'VERB', 'INTJ', 'PRON', 'NOUN', 'VERB', 'ADJ', 'ADJ', 'NOUN', 'PRON', 'VERB', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']",conversation,11010111101011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
what you put on there and that,"['NOUN', 'PRON', 'VERB', 'PART', 'ADV', 'CCONJ', 'ADP']",conversation,"1001101000000000000000000000000000000
000000000000000000000000000000000000000000000000000000000000000000000000000000","0011000000000000000000000000000000000
000000000000000000000000000000000000000000000000000000000000000000000000000000"
"I do n't write anything , I send the tape in , they do n't know who you are you 're just a it 's just a voice speaking nobody knows who you are or anything , they only know me nobody else .","['PRON', 'VERB', 'ADV', 'VERB', 'NOUN', 'PUNCT', 'PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'PUNCT', 'PRON', 'VERB', 'ADV', 'VERB', 'NOUN', 'PRON', 'VERB', 'PRON', 'VERB', 'ADV', 'DET', 'PRON', 'VERB', 'ADV', 'DET', 'NOUN', 'VERB', 'NOUN', 'VERB', 'NOUN', 'PRON', 'VERB', 'CCONJ', 'NOUN', 'PUNCT', 'PRON', 'ADV', 'VERB', 'PRON', 'NOUN', 'ADV', 'PUNCT']",conversation,"0100100010111100001000010101110011011
011100100000000000000000000000000000000000000000000000000000000000000000000000","0000000000000000000000000000100000000
000000000000000000000000000000000000000000000000000000000000000000000000000000"
"That 's all well if you want it erased , I will I mean it 's upto you entirely","['DET', 'VERB', 'ADV', 'ADV', 'ADP', 'PRON', 'VERB', 'PRON', 'VERB', 'PUNCT', 'PRON', 'VERB', 'PRON', 'VERB', 'PRON', 'VERB', 'ADJ', 'PRON', 'ADV']",conversation,10100001011100100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,10000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"Ay , I I 've I 've said that to them I said well you might have , if I take to work you 'll certainly hear some they said well if that 's common usage words that 's what it has to be and words that we never use at all that are in dictionaries and nobody ever uses them , they want to know common ordinary speech words that we use .","['INTJ', 'PUNCT', 'PRON', 'PRON', 'VERB', 'PRON', 'VERB', 'VERB', 'ADP', 'ADP', 'PRON', 'PRON', 'VERB', 'INTJ', 'PRON', 'VERB', 'VERB', 'PUNCT', 'ADP', 'PRON', 'VERB', 'PART', 'VERB', 'PRON', 'VERB', 'ADV', 'VERB', 'DET', 'PRON', 'VERB', 'ADV', 'ADP', 'DET', 'VERB', 'ADJ', 'NOUN', 'NOUN', 'ADJ', 'VERB', 'NOUN', 'PRON', 'VERB', 'PART', 'VERB', 'CCONJ', 'NOUN', 'ADJ', 'PRON', 'ADV', 'VERB', 'ADV', 'ADV', 'ADJ', 'VERB', 'ADP', 'NOUN', 'CCONJ', 'NOUN', 'ADV', 'VERB', 'PRON', 'PUNCT', 'PRON', 'VERB', 'PART', 'VERB', 'ADJ', 'ADJ', 'NOUN', 'NOUN', 'ADJ', 'PRON', 'VERB', 'PUNCT']",conversation,"1110010010110000010100011000000110010
100110000000001111000001100011000101100000000000000000000000000000000000000000","0000000011000000100000000000000010010
100000000000000001000000000000000000000000000000000000000000000000000000000000"
Ca n't get more common than me !,"['VERB', 'ADV', 'VERB', 'ADV', 'ADJ', 'ADP', 'PRON', 'PUNCT']",conversation,"0011001000000000000000000000000000000
000000000000000000000000000000000000000000000000000000000000000000000000000000","0000000000000000000000000000000000000
000000000000000000000000000000000000000000000000000000000000000000000000000000"
"Ey I told them , I said you might hear some right I was in the pub Saturday night , mind I did tell afterwards and he 's ever such a nice fella he comes over door","['PROPN', 'PRON', 'VERB', 'PRON', 'PUNCT', 'PRON', 'VERB', 'PRON', 'VERB', 'VERB', 'DET', 'NOUN', 'PRON', 'VERB', 'ADP', 'DET', 'NOUN', 'PROPN', 'NOUN', 'PUNCT', 'NOUN', 'PRON', 'VERB', 'VERB', 'ADV', 'CCONJ', 'PRON', 'VERB', 'ADV', 'ADJ', 'DET', 'ADJ', 'NOUN', 'PRON', 'VERB', 'ADP', 'NOUN']",conversation,"0111000100001011110111100000010011100
000000000000000000000000000000000000000000000000000000000000000000000000000000","0000000000000000000000000000000000000
000000000000000000000000000000000000000000000000000000000000000000000000000000"
"so he 's killing himself laughing I I 've got to tell you Ron , I 've been taping he said I do n't give a monkeys you tape what , he said let them all hear , they 'll all be able to pass it round !","['ADV', 'PRON', 'VERB', 'VERB', 'PRON', 'VERB', 'PRON', 'PRON', 'VERB', 'VERB', 'PART', 'VERB', 'PRON', 'PROPN', 'PUNCT', 'PRON', 'VERB', 'VERB', 'VERB', 'PRON', 'VERB', 'PRON', 'VERB', 'ADV', 'VERB', 'DET', 'NOUN', 'PRON', 'VERB', 'NOUN', 'PUNCT', 'PRON', 'VERB', 'VERB', 'PRON', 'DET', 'VERB', 'PUNCT', 'PRON', 'VERB', 'DET', 'VERB', 'ADJ', 'PART', 'VERB', 'PRON', 'ADV', 'PUNCT']",conversation,"0000010010010100011000101000000000110
111100001110000000000000000000000000000000000000000000000000000000000000000000","0001000000000000000000001010000000000
000000010100000000000000000000000000000000000000000000000000000000000000000000"
"It ai n't , well it was n't really disgusting but it","['PRON', 'VERB', 'ADV', 'PUNCT', 'INTJ', 'PRON', 'VERB', 'ADV', 'ADV', 'ADJ', 'CCONJ', 'PRON']",conversation,00010100001100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"I said I got a good joke for you here , started to laugh and he said I ai n't said it yet !","['PRON', 'VERB', 'PRON', 'VERB', 'DET', 'ADJ', 'NOUN', 'ADP', 'PRON', 'ADV', 'PUNCT', 'VERB', 'PART', 'VERB', 'CCONJ', 'PRON', 'VERB', 'PRON', 'VERB', 'ADV', 'VERB', 'PRON', 'ADV', 'PUNCT']",conversation,00000001000100000100010100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00010000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"Well I did n't tell him it he can wind it just erase it I mean I do n't I said I 'm alright love just to do all that , I 've got twenty tapes !","['INTJ', 'PRON', 'VERB', 'ADV', 'VERB', 'PRON', 'PRON', 'PRON', 'VERB', 'VERB', 'PRON', 'ADV', 'VERB', 'PRON', 'PRON', 'VERB', 'PRON', 'VERB', 'ADV', 'PRON', 'VERB', 'PRON', 'VERB', 'ADJ', 'NOUN', 'ADV', 'PART', 'VERB', 'ADJ', 'DET', 'PUNCT', 'PRON', 'VERB', 'VERB', 'NUM', 'NOUN', 'PUNCT']",conversation,00000110111011101101011100011110101000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"Someone asked me whether , I thought it 'd be a bit of fun But as I say nobody knows who you are , or what you 've said or anything so it does n't matter does it ?","['NOUN', 'VERB', 'PRON', 'ADP', 'PUNCT', 'PRON', 'VERB', 'PRON', 'VERB', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'ADP', 'PRON', 'VERB', 'NOUN', 'VERB', 'NOUN', 'PRON', 'VERB', 'PUNCT', 'CCONJ', 'NOUN', 'PRON', 'VERB', 'VERB', 'CCONJ', 'NOUN', 'ADP', 'PRON', 'VERB', 'ADV', 'VERB', 'VERB', 'PRON', 'PUNCT']",conversation,"1101111000001000100000111000111010010
110000000000000000000000000000000000000000000000000000000000000000000000000000","0000000000000000000000000000000000000
000000000000000000000000000000000000000000000000000000000000000000000000000000"
"It 's the words they 're interested in , not what you actually say and the","['PRON', 'VERB', 'DET', 'NOUN', 'PRON', 'VERB', 'ADJ', 'ADP', 'PUNCT', 'ADV', 'NOUN', 'PRON', 'ADV', 'VERB', 'CCONJ', 'DET']",conversation,"0011000000000011000000000000000000000
000000000000000000000000000000000000000000000000000000000000000000000000000000","0000000100000000000000000000000000000
000000000000000000000000000000000000000000000000000000000000000000000000000000"
"words that people are using I 've got now , so I do n't even think of it , it 's just there and I just talk normal that 's the idea really and if anybody asks you what you 're doing , then you tell them and it and you say , if you do n't wish to be on it , well","['NOUN', 'ADJ', 'NOUN', 'VERB', 'VERB', 'PRON', 'VERB', 'VERB', 'ADV', 'PUNCT', 'CCONJ', 'PRON', 'VERB', 'ADV', 'ADV', 'VERB', 'ADP', 'PRON', 'PUNCT', 'PRON', 'VERB', 'ADV', 'ADV', 'CCONJ', 'PRON', 'ADV', 'VERB', 'ADJ', 'DET', 'VERB', 'DET', 'NOUN', 'ADV', 'CCONJ', 'ADP', 'NOUN', 'VERB', 'PRON', 'NOUN', 'PRON', 'VERB', 'VERB', 'PUNCT', 'ADV', 'PRON', 'VERB', 'PRON', 'CCONJ', 'PRON', 'CCONJ', 'PRON', 'VERB', 'PUNCT', 'ADP', 'PRON', 'VERB', 'ADV', 'VERB', 'PART', 'VERB', 'ADP', 'PRON', 'PUNCT', 'INTJ']",conversation,"0101001000001000011101101100001000100
110011000101000011100001110000000000000000000000000000000000000000000000000000","0000000000000000000000000000100000000
000000000000000000000001000000000000000000000000000000000000000000000000000000"
wipe it off but nobody knows who you are anyway so what difference does it make ?,"['VERB', 'PRON', 'PART', 'CCONJ', 'NOUN', 'VERB', 'NOUN', 'PRON', 'VERB', 'ADV', 'ADV', 'ADJ', 'NOUN', 'VERB', 'PRON', 'VERB', 'PUNCT']",conversation,"0111000011011110100000000000000000000
000000000000000000000000000000000000000000000000000000000000000000000000000000","1000000000000001000000000000000000000
000000000000000000000000000000000000000000000000000000000000000000000000000000"
sort of sit there putting what the solicitor said in your,"['ADV', 'ADV', 'NOUN', 'ADV', 'VERB', 'NOUN', 'DET', 'NOUN', 'VERB', 'ADP', 'ADJ']",conversation,10100110010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"Or if anybody told me , I mean I would n't and talking in confidence about their private life or","['CCONJ', 'ADP', 'NOUN', 'VERB', 'PRON', 'PUNCT', 'PRON', 'VERB', 'PRON', 'VERB', 'ADV', 'CCONJ', 'VERB', 'ADP', 'NOUN', 'ADP', 'ADJ', 'ADJ', 'NOUN', 'CCONJ']",conversation,11101110100011010001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000001010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"just turn them off , and that 's it Just normal conversations the words that people use in common different areas of the country , with accents and dialect and one thing and another it 's for the Oxford English Dictionary the next edition .","['ADV', 'VERB', 'PRON', 'PART', 'PUNCT', 'CCONJ', 'DET', 'VERB', 'PRON', 'ADV', 'ADJ', 'NOUN', 'DET', 'NOUN', 'ADJ', 'NOUN', 'VERB', 'ADP', 'ADJ', 'ADJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT', 'ADP', 'NOUN', 'CCONJ', 'NOUN', 'CCONJ', 'NUM', 'NOUN', 'CCONJ', 'DET', 'PRON', 'VERB', 'ADP', 'DET', 'PROPN', 'PROPN', 'PROPN', 'DET', 'ADJ', 'NOUN', 'PUNCT']",conversation,"0010101010000110011010101100101000100
000111010000000000000000000000000000000000000000000000000000000000000000000000","0000001000000000011000000100000100000
000001000000000000000000000000000000000000000000000000000000000000000000000000"
"Ã¢ÂÂ I have a very important assignment for you , Paula , Arlene Frampton-Cox said .","['NOUN', 'PRON', 'VERB', 'DET', 'ADV', 'ADJ', 'NOUN', 'ADP', 'PRON', 'PUNCT', 'PROPN', 'PUNCT', 'PROPN', 'PROPN', 'VERB', 'PUNCT']",fiction,"0110010000000000000000000000000000000
000000000000000000000000000000000000000000000000000000000000000000000000000000","0010000000000000000000000000000000000
000000000000000000000000000000000000000000000000000000000000000000000000000000"
"She inserted a Du Maurier cigarette into her long tortoiseshell holder and sat back , looking at Paula , who was seated in the visitor 's chair on the other side of the desk , long legs crossed elegantly .","['PRON', 'VERB', 'DET', 'PROPN', 'PROPN', 'NOUN', 'ADP', 'ADJ', 'ADJ', 'NOUN', 'NOUN', 'CCONJ', 'VERB', 'ADV', 'PUNCT', 'VERB', 'ADP', 'PROPN', 'PUNCT', 'NOUN', 'VERB', 'VERB', 'ADP', 'DET', 'NOUN', 'PART', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT', 'ADJ', 'NOUN', 'VERB', 'ADV', 'PUNCT']",fiction,"0100001100100110100000101001101011001
100000000000000000000000000000000000000000000000000000000000000000000000000000","0000000000000000000000000000000000000
000000000000000000000000000000000000000000000000000000000000000000000000000000"
"Paula looked every inch a model these days , Arlene thought with a touch of proprietorial pride .","['PROPN', 'VERB', 'DET', 'NOUN', 'DET', 'NOUN', 'DET', 'NOUN', 'PUNCT', 'PROPN', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'PUNCT']",fiction,"0001001010110001000000000000000000000
000000000000000000000000000000000000000000000000000000000000000000000000000000","0000011000010101000000000000000000000
000000000000000000000000000000000000000000000000000000000000000000000000000000"
"Her long hair , shining gold , was swept back and caught at the nape of her neck with a bow , make-up , expertly applied , accentuated the classically beautiful lines of her face , and she wore her well-cut suit with all the panache that was expected of her .","['ADJ', 'ADJ', 'NOUN', 'PUNCT', 'VERB', 'NOUN', 'PUNCT', 'VERB', 'VERB', 'ADV', 'CCONJ', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT', 'PART', 'PUNCT', 'ADV', 'VERB', 'PUNCT', 'VERB', 'DET', 'ADJ', 'ADJ', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'PUNCT', 'CCONJ', 'PRON', 'VERB', 'PRON', 'VERB', 'NOUN', 'ADP', 'ADJ', 'DET', 'NOUN', 'ADJ', 'VERB', 'VERB', 'ADP', 'PRON', 'PUNCT']",fiction,"1001110011011100100000000110100101010
011111111100010000000000000000000000000000000000000000000000000000000000000000","0000110000010000000010100000000100000
000001000000000000000000000000000000000000000000000000000000000000000000000000"
"A good suit was a working model 's uniform Ã¢ÂÂ Paula now bought two each season and wore them with perfectly matching accessories , hat , bag and shoes .","['DET', 'ADJ', 'NOUN', 'VERB', 'DET', 'ADJ', 'NOUN', 'PART', 'NOUN', 'PROPN', 'PROPN', 'ADV', 'VERB', 'NUM', 'DET', 'NOUN', 'CCONJ', 'VERB', 'PRON', 'ADP', 'ADV', 'VERB', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'NOUN', 'CCONJ', 'NOUN', 'PUNCT']",fiction,"0010010010000100011110110100000000000
000000000000000000000000000000000000000000000000000000000000000000000000000000","0000001010000000000000000000000000000
000000000000000000000000000000000000000000000000000000000000000000000000000000"
This one was in soft light green with a boxy shaped jacket and narrow skirt and the same green-and-white check material of the little sleeveless blouse had been used to line the jacket and face the wide reveres .,"['DET', 'NOUN', 'VERB', 'ADP', 'ADJ', 'ADJ', 'ADJ', 'ADP', 'DET', 'ADJ', 'VERB', 'NOUN', 'CCONJ', 'ADJ', 'NOUN', 'CCONJ', 'DET', 'ADJ', 'ADJ', 'NOUN', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'NOUN', 'VERB', 'VERB', 'VERB', 'PART', 'VERB', 'DET', 'NOUN', 'CCONJ', 'VERB', 'DET', 'ADJ', 'NOUN', 'PUNCT']",fiction,"0010010100000110101000100000000100011
100000000000000000000000000000000000000000000000000000000000000000000000000000","0001110001000000000000000000001000100
000000000000000000000000000000000000000000000000000000000000000000000000000000"
"Paula 's bag and shoes were patent black leather , her gloves white , and she carried a long walking umbrella neatly furled in its fur-trimmed case .","['PROPN', 'PART', 'NOUN', 'CCONJ', 'NOUN', 'VERB', 'NOUN', 'ADJ', 'NOUN', 'PUNCT', 'ADJ', 'NOUN', 'ADJ', 'PUNCT', 'CCONJ', 'PRON', 'VERB', 'DET', 'ADJ', 'NOUN', 'NOUN', 'ADV', 'VERB', 'ADP', 'ADJ', 'VERB', 'NOUN', 'PUNCT']",fiction,"0010000100110100000000010000000000000
000000000000000000000000000000000000000000000000000000000000000000000000000000","0000000000000000000000000000000000000
000000000000000000000000000000000000000000000000000000000000000000000000000000"
"Perfectly groomed from head to toe and with all that assurance , she was ready to take on the world , Arlene thought with satisfaction , for she looked on Paula as her very own creation .","['ADV', 'VERB', 'ADP', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'ADP', 'ADJ', 'DET', 'NOUN', 'PUNCT', 'PRON', 'VERB', 'ADJ', 'PART', 'VERB', 'PART', 'DET', 'NOUN', 'PUNCT', 'PROPN', 'VERB', 'ADP', 'NOUN', 'PUNCT', 'ADP', 'PRON', 'VERB', 'ADP', 'PROPN', 'ADP', 'ADJ', 'ADV', 'ADJ', 'NOUN', 'PUNCT']",fiction,11010101101000101111001101101100100100000000000000000000000000000000000000000000000000000000000000000000000000000000,01000001000000000001000100001100000100000000000000000000000000000000000000000000000000000000000000000000000000000000
"The raw materials might have been there before Ã¢ÂÂ indeed , had n't it been she , Arlene , who had spotted them ?","['DET', 'ADJ', 'NOUN', 'VERB', 'VERB', 'VERB', 'ADV', 'ADP', 'PROPN', 'ADV', 'PUNCT', 'VERB', 'ADV', 'PRON', 'VERB', 'PRON', 'PUNCT', 'PROPN', 'PUNCT', 'NOUN', 'VERB', 'VERB', 'PRON', 'PUNCT']",fiction,01001111000001110010000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,01100001000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
eighteen months on the model circuit had eliminated all trace of her former Somerset accent .,"['NUM', 'NOUN', 'ADP', 'DET', 'NOUN', 'NOUN', 'VERB', 'VERB', 'DET', 'NOUN', 'ADP', 'ADJ', 'ADJ', 'PROPN', 'NOUN', 'PUNCT']",fiction,10111001100101110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00101101010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
