sentence,prediction
" Some producers are their own engineers, operating the technology across the project: preproduction, recording, mixing, and mastering",0
" Record producers\' precursors were ""A&R men,"" who likewise could blend entrepreneurial, creative, and technical roles, but often exercised scant creative influence, as record production still focused, into the 1950s, on simply improving the record\'s sonic match to the artists\' own live performance",1
"Advances in recording technology, especially the 1940s advent of tape recording—which Les Paul promptly innovated further to develop multitrack recording—and the 1950s rise of electronic instruments, turned record production into a specialty",1
" In popular music, then, producers like George Martin, Phil Spector and Brian Eno led its evolution into its present use of elaborate techniques and unrealistic sounds, creating songs impossible to originate live",1
" After the 1980s, production\'s move from analog to digital further expanded possibilities",1
" By now, DAWs, or digital audio workstations, like Logic Pro and Pro Tools, turn an ordinary computer into a production console, whereby a solitary novice can become a skilled producer in a thrifty home studio",1
" In the 2010s, efforts began to increase the prevalence of producers and engineers who are women, heavily outnumbered by men and prominently accoladed only in classical music",1
"', 'Experimental music is a general label for any music that pushes existing boundaries and genre definitions",1
" Experimental compositional practice is defined broadly by exploratory sensibilities radically opposed to, and questioning of, institutionalized compositional, performing, and aesthetic conventions in music",1
" Elements of experimental music include indeterminate music, in which the composer introduces the elements of chance or unpredictability with regard to either the composition or its performance",1
 Artists may also approach a hybrid of disparate styles or incorporate unorthodox and unique elements,1
"The practice became prominent in the mid-20th century, particularly in Europe and North America",1
" John Cage was one of the earliest composers to use the term and one of experimental music\'s primary innovators, utilizing indeterminacy techniques and seeking unknown outcomes",1
" In France, as early as 1953, Pierre Schaeffer had begun using the term musique expérimentale to describe compositional activities that incorporated tape music, musique concrète, and elektronische Musik",1
" Also, in America, a quite distinct sense of the term was used in the late 1950s to describe computer-controlled composition associated with composers such as Lejaren Hiller",1
 Harry Partch as well as Ivor Darreg worked with other tuning scales based on the physical laws for harmonic music,0
 For this music they both developed a group of experimental musical instruments,0
" Musique concrète (French; literally, ""concrete music""), is a form of electroacoustic music that utilises acousmatic sound as a compositional resource",1
" Free improvisation or free music is improvised music without any rules beyond the taste or inclination of the musician(s) involved; in many cases the musicians make an active effort to avoid clichés, i",1
e,0
 overt references to recognizable musical conventions or genres,1
"', ""Video game music is the soundtrack that accompanies video games",0
 Early video game music was once limited to simple sounds of early programmable sound generator (PSG) chips,0
" These limitations have led to the style of music known as chiptune, and became the most popular sound of the first video games",1
"\nWith advances in technology, video game music has grown to include elements and sounds from other musical styles",1
" While chiptune compositions are still common, game music now includes full orchestral pieces and popular music (having originated during the height of the disco era, styles from which atavistic sounds can be compared)",1
" Music in video games can be heard over a game's title screen, menus, as well as during gameplay",0
" Game soundtracks can also change depending on a player's actions or situation, such as indicating missed actions in rhythm games, informing the player they are in a dangerous situation or rewarding them for certain achievements",0
\nVideo game music can be one of two kinds: original or licensed,0
" In order to create or collect this music, teams of composers, music directors, and music supervisors must work with the game developers and game publishers",0
" The popularity of video game music has created education and job opportunities, generated awards, and led to video game soundtracks to be commercially sold and performed in concerts",1
""", 'Trance is a genre of electronic dance music that emerged from the British new-age music scene and the early 1990s German techno and hardcore scenes",1
"Trance music is characterized by a tempo lying between 125–150 bpm (BPM), repeating melodic phrases and a musical form that distinctly builds tension and elements throughout a track often culminating in 1 to 2 ""peaks"" or ""drops""",1
" Although trance is a genre of its own, it liberally incorporates influences from other musical styles such as techno, house, pop, chill-out, classical music, tech house, ambient and film music",1
A trance is a state of hypnotism and heightened consciousness,1
 This is portrayed in trance music by the mixing of layers with distinctly foreshadowed build-up and release,1
" A common characteristic of trance music is a mid-song climax followed by a soft breakdown disposing of beats and percussion entirely, leaving the melody or atmospherics to stand alone for an extended period before gradually building up again",1
 Trance tracks are often lengthy to allow for such progression and commonly have sufficiently sparse opening and closing sections to facilitate mixing by DJs,0
"Trance is mostly instrumental, although vocals can be mixed in: typically they are performed by mezzo-soprano to soprano female soloists, mostly without a traditional verse/chorus structure",0
" Structured vocal form in trance music forms the basis of the vocal trance subgenre, which has been described as ""grand, soaring, and operatic"" and ""ethereal female leads floating amongst the synths""",1
" However, male singers, such as Jonathan Mendelsohn, are also featured",1
"', 'The music of Japan includes a wide array of distinct genres, both traditional and modern",1
" The word for ""music"" in Japanese is 音楽 (ongaku), combining the kanji 音 on (sound) with the kanji 楽 gaku (enjoy)",0
" Japan is the largest market for music on physical media in the world, worth US$2 billion in 2014, and the second-largest overall music market, with a retail value of US$2",1
6 billion in 2014,0
" The market is dominated by Japanese artists, with 37 of the top 50 best-selling albums and 49 of the top 50 best-selling singles in 2014",1
"Local music often appears at karaoke venues, leased from record labels",1
\nTraditional Japanese music differs markedly from Western music,1
 One difference is that it is often based on the intervals of human breathing rather than on fixed intervals,0
"', ""Noise music is a genre of music that is characterised by the expressive use of noise within a musical context",1
 This type of music tends to challenge the distinction that is made in conventional musical practices between musical and non-musical sound,1
 Noise music includes a wide range of musical styles and sound-based creative practices that feature noise as a primary aspect,1
"\nSome of the music can feature acoustically or electronically generated noise, and both traditional and unconventional musical instruments",0
" It may incorporate live machine sounds, non-musical vocal techniques, physically manipulated audio media, processed sound recordings, field recording, computer-generated noise, stochastic process, and other randomly produced electronic signals such as distortion, feedback, static, hiss and hum",0
" There may also be emphasis on high volume levels and lengthy, continuous pieces",1
" More generally noise music may contain aspects such as improvisation, extended technique, cacophony and indeterminacy",1
" In many instances, conventional use of melody, harmony, rhythm or pulse is dispensed with",1
"The Futurist art movement was important for the development of the noise aesthetic, as was the Dada art movement (a prime example being the Antisymphony concert performed on April 30, 1919 in Berlin), and later the Surrealist and Fluxus art movements, specifically the Fluxus artists Joe Jones, Yasunao Tone, George Brecht, Robert Watts, Wolf Vostell, Dieter Roth, Yoko Ono, Nam June Paik, Walter De Maria's Ocean Music, Milan Knížák's Broken Music Composition, early LaMonte Young and Takehisa Kosugi",1
Contemporary noise music is often associated with extreme volume and distortion,1
" Notable genres that exploit such techniques include noise rock and no wave, industrial music, Japanoise, and postdigital music such as glitch",1
" In the domain of experimental rock, examples include Lou Reed's Metal Machine Music, and Sonic Youth",1
" Other notable examples of composers and bands that feature noise based materials include works by Iannis Xenakis, Karlheinz Stockhausen, Helmut Lachenmann, Cornelius Cardew, Theatre of Eternal Music, Glenn Branca, Rhys Chatham, Ryoji Ikeda, Survival Research Laboratories, Kris T Reeder, Whitehouse, Coil, Merzbow, Cabaret Voltaire, Psychic TV, Jean Tinguely's recordings of his sound sculpture (specifically Bascule VII), the music of Hermann Nitsch's Orgien Mysterien Theater, and La Monte Young's bowed gong works from the late 1960s",0
""", 'Sony Music Publishing (formerly Sony/ATV Music Publishing) is an American music publisher, part of the Sony Music Group owned by Sony Entertainment",0
" The company was formed as Sony/ATV in 1995 with the merger of the original incarnation of Sony Music Publishing and ATV Music, which was owned by entertainer Michael Jackson",1
" Jackson had purchased ATV Music, which included the Lennon–McCartney song catalog, in 1985",1
"\nIn 2012, an investor consortium led by Sony/ATV Music Publishing acquired EMI Music Publishing to become the largest music publishing administrator in the world, with a library of over three million songs",1
"\nIn April 2019, Jon Platt became CEO/Chairman of Sony/ATV Music Publishing after the contract of longtime CEO/Chairman Martin Bandier expired",1
" In August 2019, management of Sony/ATV Music Publishing and Sony Music Entertainment were merged under the newly formed Sony Music Group",1
"On February 10, 2021, Sony/ATV rebranded as Sony Music Publishing",0
"', 'Heavy metal (or simply metal) is a genre of rock music that developed in the late 1960s and early 1970s, largely in the United Kingdom and the United States",1
" With roots in blues rock, psychedelic rock, and acid rock, heavy metal bands developed a thick, massive sound, characterized by distortion, extended guitar solos, emphatic beats, and loudness",1
 The lyrics and performances are sometimes associated with aggression and machismo,1
"In 1968, three of the genre\'s most famous pioneers, Led Zeppelin, Black Sabbath, and Deep Purple, were founded",1
" Though they came to attract wide audiences, they were often derided by critics",1
" Several American bands modified heavy metal into more accessible forms during the 1970s: the raw, sleazy sound and shock rock of Alice Cooper and Kiss; the blues-rooted rock of Aerosmith; and the flashy guitar leads and wild party rock of Van Halen",1
" During the mid-1970s, Judas Priest helped spur the genre\'s evolution by discarding much of its blues influence, while Motörhead introduced a punk rock sensibility and an increasing emphasis on speed",1
" Beginning in the late 1970s, bands in the new wave of British heavy metal such as Iron Maiden and Saxon followed in a similar vein",1
" By the end of the decade, heavy metal fans became known as ""metalheads"" or ""headbangers""",1
"\nDuring the 1980s, glam metal became popular with groups such as Bon Jovi and Mötley Crüe",1
" Underground scenes produced an array of more aggressive styles: thrash metal broke into the mainstream with bands such as Metallica, Slayer, Megadeth, and Anthrax, while other extreme subgenres such as death metal and black metal remain subcultural phenomena",1
" Since the mid-1990s, popular styles have expanded the definition of the genre",1
" These include groove metal and nu metal, the latter of which often incorporates elements of grunge and hip hop",1
"', 'The traditional music of Africa, given the vastness of the continent, is historically ancient, rich and diverse, with different regions and nations of Africa having many distinct musical traditions",1
  Music in Africa is very important when it comes to religion,1
"  Songs and music are used in rituals and religious ceremonies, to pass down stories from generation to generation, as well as to sing and dance to",0
\nTraditional music in most of the continent is passed down orally (or aurally) and is not written,1
" In Sub-Saharan African music traditions, it frequently relies on percussion instruments of every variety, including xylophones, djembes, drums, and tone-producing instruments such as the mbira or ""thumb piano",0
""" African music includes the genres  Jùjú, Fuji, Highlife, Makossa, Kizomba, Afrobeat and others",0
" The music and dance of the African diaspora, formed to varying degrees on African musical traditions, include American music and many Caribbean genres, such as calypso (see kaiso) and soca",1
" Latin American music genres such as zouk, bomba, conga, rumba, son, salsa, cumbia and samba, were founded on the music of enslaved Africans, and have in turn influenced African popular music",1
 The blues has likely evolved as a fusion of an African blue note scale with European twelve tone musical instruments,1
"Like the music of Asia, India and the Middle East, it is a highly rhythmic music",0
" African music consists of complex rhythmic patterns, often involving one rhythm played against another to create a polyrhythm",1
" The most common polyrhythm plays three beats on top of two, like a triplet played against straight notes",0
"\nBeyond the rhythmic nature of the music, African music differs from Western music in that the various parts of the music do not necessarily combine in a harmonious fashion",1
" \nAfrican musicians aim to express life, in all its aspects, through the medium of sound",1
 African music does not have a written tradition; there is little or no written music to study or analyze,1
 There are subtle differences in pitch and intonation that do not easily translate to Western notation,1
" African music most closely adheres to Western tetratonic (four-note), pentatonic (five-note), hexatonic (six-note), and heptatonic (seven-note) scales",0
" Harmonization of the melody is accomplished by singing in parallel thirds, fourths, or fifths (see Traditional sub-Saharan African harmony)",0
"\nAnother distinguishing form of African music is its call-and-response nature: one voice or instrument plays a short melodic phrase, and that phrase is echoed by another voice or instrument",1
" The call-and-response nature extends to the rhythm, where one drum will play a rhythmic pattern, echoed by another drum playing the same pattern",0
 African music is also highly improvised,1
" A core rhythmic pattern is typically played, with drummers then improvising new patterns over the static original patterns",1
"', 'Music as a Weapon is a series of concert tours created by the American metal band Disturbed",1
" There have been seven editions of the tour, five in North America and two in Australasia",0
" The name of the tour is from the lyrics of ""Droppin\' Plates"" on Disturbed\'s first album, The Sickness",0
"', 'Music IS is a solo studio album by American jazz guitarist Bill Frisell, which was released on the OKeh label on March 16, 2018",1
"', 'Baroque music (UK:  or US: ) is a period or style of Western classical music composed from approximately 1600 to 1750",0
" This era followed the Renaissance music era, and was followed in turn by the Classical era, with the galant style marking the transition between Baroque and Classical eras",1
" The Baroque period is divided into three major phases: early, middle, and late",0
" Overlapping in time, they are conventionally dated from 1580 to 1650, from 1630 to 1700, and from 1680 to 1750",1
" Baroque music forms a major portion of the ""classical music"" canon, and is now widely studied, performed, and listened to",1
" The term ""baroque"" comes from the Portuguese word barroco, meaning ""misshapen pearl""",0
" Key composers of the Baroque era include Johann Sebastian Bach, Antonio Vivaldi, George Frideric Handel, Claudio Monteverdi, Domenico Scarlatti, Alessandro Scarlatti, Henry Purcell, Georg Philipp Telemann, Jean-Baptiste Lully, Jean-Philippe Rameau, Marc-Antoine Charpentier, Arcangelo Corelli, François Couperin, Giuseppe Tartini, Heinrich Schütz, Jan Pieterszoon Sweelinck, Dieterich Buxtehude, and others",0
"\nThe Baroque period saw the creation of common-practice tonality, an approach to writing music in which a song or piece is written in a particular key; this type of harmony has continued to be used extensively in Western classical and popular music",1
" During the Baroque era, professional musicians were expected to be accomplished improvisers of both solo melodic lines and accompaniment parts",1
" Baroque concerts were typically accompanied by a basso continuo group (comprising chord-playing instrumentalists such as harpsichordists and lute players improvising chords from a figured bass part) while a group of bass instruments—viol, cello, double bass—played the bassline",0
 A characteristic Baroque form was the dance suite,1
" While the pieces in a dance suite were inspired by actual dance music, dance suites were designed purely for listening, not for accompanying dancers",1
"\nDuring the period, composers experimented with finding a fuller sound for each instrumental part (thus creating the orchestra), made changes in musical notation (the development of figured bass as a quick way to notate the chord progression of a song or piece), and developed new instrumental playing techniques",1
" Baroque music expanded the size, range, and complexity of instrumental performance, and also established the mixed vocal/instrumental forms of opera, cantata and oratorio and the instrumental forms of the solo concerto and sonata as musical genres",1
" Dense, complex polyphonic music, in which multiple independent melody lines were performed simultaneously (a popular example of this is the fugue), was an important part of many Baroque choral and instrumental works",0
" Overall, Baroque music was a tool for expression and communication",1
"', 'Musical composition, music composition or simply composition, can refer to an original piece or work of music, either vocal or instrumental, the structure of a musical piece or to the process of creating or writing a new piece of music",0
 People who create new compositions are called composers,0
" Composers of primarily songs are usually called songwriters; with songs, the person who writes lyrics for a song is the lyricist",0
" In many cultures, including Western classical music, the act of composing typically includes the creation of music notation, such as a sheet music ""score,"" which is then performed by the composer or by other musicians",0
" In popular music and traditional music, songwriting may involve the creation of a basic outline of the song, called the lead sheet, which sets out the melody, lyrics and chord progression",0
" In classical music, orchestration (choosing the instruments of a large music ensemble such as an orchestra which will play the different parts of music, such as the melody, accompaniment, countermelody, bassline and so on) is typically done by the composer, but in musical theatre and in pop music, songwriters may hire an arranger to do the orchestration",0
" In some cases, a pop or traditional songwriter may not use written notation at all and instead compose the song in their mind and then play, sing or record it from memory",0
" In jazz and popular music, notable sound recordings by influential performers are given the weight that written or printed scores play in classical music",1
"\nAlthough a musical composition often uses musical notation and has a single author, this is not always the case",0
" A work of music can have multiple composers, which often occurs in popular music when all members of a band collaborate to write a song or in musical theatre, when one person writes the melodies, a second person writes the lyrics and a third person orchestrates the songs",0
" \nA piece of music can also be composed with words, images or, since the 20th century, with computer programs that explain or notate how the singer or musician should create musical sounds",0
" Examples range from 20th century avant-garde music that uses graphic notation, to text compositions such as Karlheinz Stockhausen\'s Aus den sieben Tagen, to computer programs that select sounds for musical pieces",0
" Music that makes heavy use of randomness and chance is called aleatoric music and is associated with contemporary composers active in the 20th century, such as John Cage, Morton Feldman and Witold Lutosławski",1
" A more commonly known example of chance-based, or indeterminate, music is the sound of wind chimes jingling in a breeze",0
" The study of composition has traditionally been dominated by examination of methods and practice of Western classical music, but the definition of composition is broad enough to include the creation of popular music and traditional music songs and instrumental pieces, and to include spontaneously improvised works like those of free jazz performers and African percussionists such as Ewe drummers",1
"\nIn the 2000s, composition is considered to consist of the manipulation of each aspect of music (harmony, melody, form, rhythm and timbre), according to Jean-Benjamin de Laborde (1780, 2:12):\n\nComposition consists in two things only",1
 The first is the ordering and disposing of several sounds,1
,0
,0
in such a manner that their succession pleases the ear,1
 This is what the Ancients called melody,1
 The second is the rendering audible of two or more simultaneous sounds in such a manner that their combination is pleasant,0
 This is what we call harmony and it alone merits the name of composition,1
"', 'In music theory, the key of a piece is the group of pitches, or scale, that forms the basis of a music composition in classical, Western art, and Western pop music",0
"\nThe group features a tonic note and its corresponding chords, also called a tonic or tonic chord, which provides a subjective sense of arrival and rest, and also has a unique relationship to the other pitches of the same group, their corresponding chords, and pitches and chords outside the group",0
" Notes and chords other than the tonic in a piece create varying degrees of tension, resolved when the tonic note or chord returns",1
"\nThe key may be in the major or minor mode, though musicians assume major when this is not specified, e",0
g,0
", ""This piece is in C"" implies that the key of the song is C major",0
" Popular songs are usually in a key, and so is classical music during the common practice period, around 1650–1900",1
 Longer pieces in the classical repertoire may have sections in contrasting keys,1
"', 'Contemporary classical music is classical music composed close to the present day",0
"  At the beginning of the 21st century, it commonly referred to the post-1945 modern forms of post-tonal music after the death of Anton Webern, and included serial music, electronic music, experimental music, and minimalist music",1
" Newer forms of music include spectral music, and post-minimalism",1
"', 'Chamber music is a form of classical music that is composed for a small group of instruments—traditionally a group that could fit in a palace chamber or a large room",0
" Most broadly, it includes any art music that is performed by a small number of performers, with one performer to a part (in contrast to orchestral music, in which each string part is played by a number of performers)",0
" However, by convention, it usually does not include solo instrument performances",1
"\nBecause of its intimate nature, chamber music has been described as ""the music of friends""",1
" For more than 100 years, chamber music was played primarily by amateur musicians in their homes, and even today, when chamber music performance has migrated from the home to the concert hall, many musicians, amateur and professional, still play chamber music for their own pleasure",1
" Playing chamber music requires special skills, both musical and social, that differ from the skills required for playing solo or symphonic works",0
"Johann Wolfgang von Goethe described chamber music (specifically, string quartet music) as ""four rational people conversing""",1
" This conversational paradigm – which refers to the way one instrument introduces a melody or motif and then other instruments subsequently ""respond"" with a similar motif – has been a thread woven through the history of chamber music composition from the end of the 18th century to the present",1
 The analogy to conversation recurs in descriptions and analyses of chamber music compositions,1
"', 'Electronica is both a broad group of electronic-based music styles intended for listening rather than strictly for dancing and a music scene that started in the early 1990s in the United Kingdom",1
" In the United States, the term is mostly used to refer electronic music generally",0
"', 'Hindustani classical music is the classical music of northern regions of the Indian subcontinent",0
" It may also be called North Indian classical music or, in Hindustani, Shastriya Sangeet (śāstriya saṅgīt)",0
" Its origins date from the 12th century CE, when it diverged from Carnatic music, the classical tradition of southern regions of the Indian subcontinent",0
"', 'Sheet music is a handwritten or printed form of musical notation that uses musical symbols to indicate the pitches, rhythms, or chords of a song or instrumental musical piece",0
" Like its analogs – printed books or pamphlets in English, Arabic, or other languages – the medium of sheet music typically is paper (or, in earlier centuries, papyrus or parchment), although the access to musical notation since the 1980s has included the presentation of musical notation on computer screens and the development of scorewriter computer programs that can notate a song or piece electronically, and, in some cases, ""play back"" the notated music using a synthesizer or virtual instruments",0
"\nUse of the term ""sheet"" is intended to differentiate written or printed forms of music from sound recordings (on vinyl record, cassette, CD), radio or TV broadcasts or recorded live performances, which may capture film or video footage of the performance as well as the audio component",0
" In everyday use, ""sheet music"" (or simply ""music"") can refer to the print publication of commercial sheet music in conjunction with the release of a new film, TV show, record album, or other special or popular event which involves music",0
 The first printed sheet music made with a printing press was made in 1473,0
\nSheet music is the basic form in which Western classical music is notated so that it can be learned and performed by solo singers or instrumentalists or musical ensembles,1
" Many forms of traditional and popular Western music are commonly learned by singers and musicians ""by ear"", rather than by using sheet music (although in many cases, traditional and pop music may also be available in sheet music form)",1
"\nThe term score is a common alternative (and more generic) term for sheet music, and there are several types of scores, as discussed below",0
" The term score can also refer to theatre music, orchestral music or songs written for a play, musical, opera or ballet, or to music or songs written for a television programme or film; for the last of these, see Film score",0
"', 'Schlager music (German: [ˈʃlaːɡɐ], ""hit(s)"") is a style of European popular music that is generally a catchy instrumental accompaniment to vocal pieces of pop music with simple, happy-go-lucky, and often sentimental lyrics",1
" It is prevalent in Central, Northern and Southeast Europe (in particular Germany, Austria, Albania, Bulgaria, Finland, Slovakia, Slovenia, Serbia, Croatia, Poland, Hungary, Romania, Switzerland, Scandinavia, and the Baltic states), and also (to a lesser extent) in France, Belgium, and the Netherlands",0
 In the United States it is also known as \'entertainer music\' or \'German hit mix\',0
"\n\nTypical Schlager tracks are either sweet, sentimental ballads with a simple, catchy melody or light pop tunes",1
" Lyrics typically center on love, relationships, and feelings",1
" The northern variant of Schlager (notably in Finland) has taken elements from Nordic and Slavic folk songs, with lyrics tending towards melancholic and elegiac themes",1
" Musically, Schlager bears similarities to styles such as easy listening",1
"\nThe German word Schlager is also a loanword in some other languages (such as Hungarian, Lithuanian, Serbian, Russian, Hebrew, and Romanian, for example), where it retained its meaning of a ""(musical) hit""",0
" The style has been frequently represented at the Eurovision Song Contest and has been popular since the contest began in 1956, although it is gradually being replaced by other pop music styles",1
"\nOver time, Schlager music has gradually shifted on to electronic music rather than generic pop music, due to its widespread use of synthesizers throughout its various implementations in recent decades",1
"', ""A music download (commonly referred to as a digital download) is the digital transfer of music via the Internet into a device capable of decoding and playing it, such as a personal computer, portable media player, MP3 player or smartphone",0
 This term encompasses both legal downloads and downloads of copyrighted material without permission or legal payment,0
" According to a Nielsen report, downloadable music accounted for 55",0
9 percent of all music sales in the US in 2012,0
" By the beginning of 2011, Apple's iTunes Store alone made US$1",0
1 billion of revenue in the first quarter of its fiscal year,1
" Music downloads are typically encoded with modified discrete cosine transform (MDCT) audio data compression, particularly the Advanced Audio Coding (AAC) format used by iTunes as well as the MP3 audio coding format",0
""", 'Renaissance music is vocal and instrumental music written and performed in Europe during the Renaissance era",0
" Consensus among music historians has been to start the era around 1400, with the end of the medieval era, and to close it around 1600, with the beginning of the Baroque period, therefore commencing the musical Renaissance about a hundred years after the beginning of the Renaissance as it is understood in other disciplines",1
"\nMusic was increasingly freed from medieval constraints, and more variety was permitted in range, rhythm, harmony, form, and notation",1
" On the other hand, rules of counterpoint became more constrained, particularly with regard to treatment of dissonances",1
" In the Renaissance, music became a vehicle for personal expression",1
 Composers found ways to make vocal music more expressive of the texts they were setting,1
" Secular music absorbed techniques from sacred music, and vice versa",1
  Popular secular forms such as the chanson and madrigal spread throughout Europe,1
" Courts employed virtuoso performers, both singers and instrumentalists",1
" Music also became more self-sufficient with its availability in printed form, existing for its own sake",1
"\nPrecursor versions of many familiar modern instruments (including the violin, guitar, lute and keyboard instruments) developed into new forms during the Renaissance",1
" These instruments were modified to respond to the evolution of musical ideas, and they presented new possibilities for composers and musicians to explore",1
" Early forms of modern woodwind and brass instruments like the bassoon and trombone also appeared, extending the range of sonic color and increasing the sound of instrumental ensembles",1
" During the 15th century, the sound of full triads became common, and towards the end of the 16th century the system of church modes began to break down entirely, giving way to functional tonality (the system in which songs and pieces are based on musical ""keys""), which would dominate Western art music for the next three centuries",1
"\nFrom the Renaissance era, notated secular and sacred music survives in quantity, including vocal and instrumental works and mixed vocal/instrumental works",0
"  A wide range of musical styles and genres flourished during the Renaissance, including masses, motets, madrigals, chansons, accompanied songs, instrumental dances, and many others",1
" Beginning in the late 20th century, numerous early music ensembles were formed",1
" Ensembles specializing in music of the Renaissance era give concert tours and make recordings, using modern reproductions of historical instruments and using singing and performing styles which musicologists believe were used during the era",0
"', 'In the broadest sense, medieval music or the music of the Middle Ages encompasses the music of the Western Europe during the Middle Ages, from approximately the 6th to 15th centuries",1
" It is the first and longest era of Western classical music and followed by the Renaissance music; the two eras comprise what musicologists term as early music, preceding the common practice period",1
" Following the traditional division of the Middle Ages , medieval music can be divided into early (500–1150), high (1000–1300), and late (1300–1400) medieval music",1
"\nMedieval music includes liturgical music used for the church, and secular music, non-religious music; solely vocal music, such as Gregorian chant and choral music (music for a group of singers), solely instrumental music, and music that uses both voices and instruments (typically with the instruments accompanying the voices)",0
 Gregorian chant was sung by monks during Catholic Mass,0
" The Mass is a reenactment of Christ\'s Last Supper, intended to provide a spiritual connection between man and God",1
 Part of this connection was established through music,1
"During the Medieval period the foundation was laid for the music notation and music theory practices that would shape Western music into the norms that developed during the Common Practice period of shared music writing practices which encompassed the Baroque era (1600–1750), Classical era (1750–1820) and Romantic era (1800–1910)",1
 The most significant of these is the development of a comprehensive music notational system which enabled composers to write out their song melodies and instrumental pieces on parchment or paper,1
" Prior to the development of musical notation, songs and pieces had to be learned ""by ear"", from one person who knew a song to another person",0
 This greatly limited how many people could be taught new music and how wide music could spread to other regions or countries,1
 The development of music notation made it easier to disseminate (spread) songs and musical pieces to a larger number of people and to a wider geographic area,1
" However the theoretical advances, particularly in regard to rhythm—the timing of notes—and polyphony—using multiple, interweaving melodies at the same time—are equally important to the development of Western music",1
"', ""Carnatic music, known as Karnāṭaka saṃgīta or Karnāṭaka saṅgītam in the South Indian languages, is a system of music commonly associated with South India, including the modern Indian states of Karnataka, Andhra Pradesh, Telangana, Kerala and Tamil Nadu, and Sri Lanka",0
" It is one of two main subgenres of Indian classical music that evolved from ancient Sanatana dharma sciences and traditions, particularly the Samaveda",1
" The other subgenre being Hindustani music, which emerged as a distinct form because of Persian or Islamic influences from Northern India",0
" The main emphasis in Carnatic music is on vocal music; most compositions are written to be sung, and even when played on instruments, they are meant to be performed in gāyaki (singing) style",0
" The heptatonic scale of  Western musical notation is said to have its origins in Carnatic music, having been picked up by Pythagoras during his visit to India to learn mathematics, thus introducing it to the west",0
 The circle of fifths and several other popular concepts in western classical music have their origins in the theory of Carnatic classical music,1
"Although there are stylistic differences, the basic elements of śruti (the relative musical pitch), swara (the musical sound of a single note), rāga (the mode or melodic formulæ), and tala (the rhythmic cycles) form the foundation of improvisation and composition in both Carnatic and Hindustani music",1
" Although improvisation plays an important role, Carnatic music is mainly sung through compositions, especially the kriti (or kirtanam) – a form developed between the 14th and 20th centuries by composers such as Purandara Dasa and the Trinity of Carnatic music",1
 Carnatic music is also usually taught and learned through compositions,0
" Telugu, Kannada and  Tamil predominates in the evolution of Carnatic Music as most compositions are in Telugu, Kannada, Tamil or Sanskrit",0
"Carnatic music is usually performed by a small ensemble of musicians, consisting of a principal performer (usually a vocalist), a melodic accompaniment (usually a violin), a rhythm accompaniment (usually a mridangam), and a tambura, which acts as a drone throughout the performance",0
" Other typical instruments used in performances may include the ghatam, kanjira, morsing, venu flute, veena, and chitraveena",0
 The greatest concentration of Carnatic musicians is to be found in the city of Chennai,0
" Various Carnatic music festivals are held throughout India and abroad, including the Madras Music Season, which has been considered to be one of the world's largest cultural events",0
""", 'New-age is a genre of music intended to create artistic inspiration, relaxation, and optimism",1
" It is used by listeners for yoga, massage, meditation, and reading as a method of stress management to bring about a state of ecstasy rather than trance, or to create a peaceful atmosphere in their home or other environments, and is associated with environmentalism and New Age spirituality",0
"New-age music includes both acoustic forms, featuring instruments such as flutes, piano, acoustic guitar and a wide variety of non-Western acoustic instruments, and electronic forms, frequently relying on sustained synth pads or long sequencer-based runs",1
" Vocal arrangements were initially rare in the genre, but as it has evolved vocals have become more common, especially those featuring Native American-, Sanskrit-, or Tibetan-influenced chants, or lyrics based on mythology such as Celtic legends",1
There is no exact definition of new-age music,1
" An article in Billboard magazine in 1987 commented that ""New Age music may be the most startling successful non-defined music ever to hit the public consciousness""",1
"  Many consider it to be an umbrella term for marketing rather than a musical category, and to be part of a complex cultural trend",1
New-age music was influenced by a wide range of artists from a variety of genres,1
 Tony Scott\'s Music for Zen Meditation (1964) is considered to be the first new-age recording,0
 Paul Horn (beginning with 1968\'s Inside) was one of the important predecessors,1
" Irv Teibel\'s Environments series (1969–79) featured natural soundscapes, tintinnabulation, and ""Om"" chants and were some of the first publicly available psychoacoustic recordings",0
 Steven Halpern\'s 1975 Spectrum Suite was a key work that began the new-age music movement,1
"', 'Indian classical music is the classical music of the Indian subcontinent",0
" It has two major traditions: the North Indian classical music tradition is called Hindustani, while the South Indian expression is called Carnatic",0
 These traditions were not distinct until about the 15th century,1
" During the period of Mughal rule of the Indian subcontinent, the traditions separated and evolved into distinct forms",1
"  Hindustani music emphasizes improvisation and exploration of all aspects of a raga, while Carnatic performances tend to be short  composition-based",1
" However, the two systems continue to have more common features than differences",1
"The roots of the classical music of India are found in the Vedic literature of Hinduism and the ancient Natyashastra, the classic Sanskrit text on performance arts by Bharata Muni",0
 The 13th century Sanskrit text Sangita-Ratnakara of Sarangadeva is regarded as the definitive text by both the Hindustani music and the Carnatic music traditions,0
"Indian classical music has two foundational elements, raga and tala",0
" The raga, based on a varied repertoire of swara (notes including microtones), forms the fabric of a deeply intricate melodic structure, while the tala measures the time cycle",1
" The raga gives an artist a palette to build the melody from sounds, while the tala provides them with a creative framework for rhythmic improvisation using time",1
" In Indian classical music the space between the notes is often more important than the notes themselves, and it traditionally eschews Western classical concepts such as harmony, counterpoint, chords, or modulation",1
"', 'An album is a collection of audio recordings issued as a collection on compact disc (CD), vinyl, audio tape, or another medium",0
